,Unnamed: 0,tweet,class_multi,class_binary
2935,2935,rtvsl jugordeč sranj ne gleda že 5 let upam da se strinj da je nagnj v to smer patol in dejans za vse pomemb vsebin otro zdrav kultur je siste bist boljš če se jih konces podel vsako po dvema hkrat konkur hišamatud rtvju,1,1
2936,2936,takšn konvertit in v takšn obseg še nismo doživel,0,0
2937,2937,ne vem kako je v ch a pri nas narob hodi e izbor projek najcenej so ponavad najbol obupan in moraj delat prehit da se pokrij s hitros pa v projek prid napak,1,1
2938,2938,petra ni iz njihov posveč gnezd,0,0
2939,2939,polit in vojni poraz osamosvojit vojne za sloven so nasli skupn sovraz v sloven vojsk kar so pokaz v petek in v sovr do sds dejstv je da je leta 1991 bila doblj bitka vojna z drugi metod pa se danes potek in bo se lep cas potek,1,1
2940,2940,a hvala nisem videl očitn so potem odretvit ali kako se reče a očitn šele po kritik,0,0
2941,2941,danes bodo že kihal in širil virus nahod naokol ubogi zdrahar teličk,1,1
2942,2942,kolik časa bom moral še plačev to komunistič,1,1
2943,2943,oranžna požarna ogroženost sloven osrednjapet 20 3 2020 0h gt pet 20 3 2020 23h več na,0,0
2944,2944,saj vseen vse preber ker ga zanim tudi gleda čestit boris za nocoj oddaj,0,0
2945,2945,a tale misli da nekaj je v tej sloven ker če ja potem je ta sloven fucked up da takšen mulc grozi gener direktor polic je dno od dna nima veze če je 6 ljudi volil zanj in da to je mentalitet sdsa in takšn nam ne bi smeli vlada,1,1
2946,2946,do sedaj niso še bili v pravi opozi še vedno so imeli kontrol strank zraven ki so pozic po potreb zrušil tako je tudi zdaj če bo sds pametn bo takoj ko se bo začel proces sesuv sama nared konec vladi veže kakšen pomemb zakon na zaupn,1,1
2947,2947,koncn je stopil v cevlj ki ga bodo odpelj na smetis zgodov,1,1
2948,2948,razum korup in kršen integritet je v sloven resnič na ničli no recim na ravni podpor koali strank ali drugač 0 3 pajda plača pajda iz budžet karkol raje poglej večje projek na občins ravneh od pločnik stolov župans insign,1,1
2949,2949,in še vedno ne vem kako naj bi jj vpliv na urednik dnevn razlož enmal no,1,1
2950,2950,gospa polic po zakon nima pravi vstop v parla to dobro vesta tudi gospa reberšek in gospa horvat,0,0
2951,2951,hmm a je to legaln misli brez domač posred,0,0
2952,2952,mi lahko kdo razjas ker jaz tega ne razum v sporoč tosam piše da ustrez mater za izdelav mask pa bi lahko dobil šele v avgust letos v času resn izbruh okužb bi tudi jaz iskal rešit drugj kot čakal na avgust,0,0
2953,2953,se strinj pa vendar v teh časih nihče več ne ve kaj je prav nosi rokav ne nosi rokav ne nosi maske nosi masko,0,0
2954,2954,ali ni en igral s priimk malal ki se je oblač v tita je ta morda njegov seme,0,0
2955,2955,na tisoč nemcev na ulicah v spomin na žrtve napad v mestu hanau,0,0
2956,2956,vse glasnej so namig da se maje stol desus minist tomaž gantar druga vladn stran smc je izgub enega poslan o odhod naj bi razmi še drugi kakšn politič pretres nas čakaj,0,0
2957,2957,za crknt globalnavas počas bi blo spet kaj podobn za nardit v gostil je treba dati za liter,0,0
2958,2958,to je pa res za panik naše podrep riti iz sv in mors ameri nudij naš poligon naš mir in okolj samo zato ker jim lezem v ta zadnj očitn je poček za amere bingo blizu zaston delaj kar hočej podnev in ponoč te šalabajzer v mors je treba nujno napodit,1,1
2959,2959,lastn nepremič na hrvašk ni samo po sebi nič glamuroz celo upal bi si reči da je hotel precej bolj prvorazred kot tiste parcel s prikol in legaliz cegla škatl ki po moje prevladuj in ja dostop do lastn ima predn pred pohajk,0,0
2960,2960,poglej bom počak na ustav sodi saj se boste oz se bodo pritož ne,0,0
2961,2961,tole že nakaz obdob po koron medij novinar karte se bodo krepk preme preživel bodo predvs tisti ki tudi sedaj delaj vsaj upam tako bi moral biti,0,0
2962,2962,danes bi bilo manj mrtvih vladn govor kacin je za večer razkr da je črnče šarcu prepreč sklic snav ker bi tam sodel tudi opozi,0,0
2963,2963,madžar pv orban je na konfer europeuncensored poved zahod ne sme ali ne bi smel vsilj svojih pogled vzhodn držav nauč se moram toler naše razlik tudi srednjeevropej ne bi smeli razlag zahodnjak kako naj upravl svoje držav,0,0
2964,2964,skopir ali ne meni se zdi v redu morda bi bilo treba še kaj dodat ne vem morda vi škoda da je dostop le na splet,0,0
2965,2965,globo držav deluj je dokaz mladin če so na kraju novinar preden se sploh začne hišna preiskav gre za odtek infor,1,1
2966,2966,bo šlo kosil v obratn smeri kot je prišl noter v loku ven raje ne,0,0
2967,2967,ne se vmešav v zadev drugih sami se vanj poglej ko pristav in odstav svoje kadre kot lutke,1,1
2968,2968,no tudi mene kot prekmur zanim kako nam je orban pomag pri razvoj konkret,0,0
2969,2969,prevod bbc člank z preskok neljub stavk malo odvza tu malo dodaj tam,0,0
2970,2970,to je res res je tudi ima velik poten poštenos in pogum zato upa odgovor na krivič izkoris so jo leta 1994 na srečan z gener ko mu je agent gledal v juho in so vskoč kamer pred volitv,0,0
2971,2971,donald trump koronavirus razkr kako je nevarn odvisn od dobavn verig na kitajs,0,0
2972,2972,če bi želel posla vojsk na severn mejo bi bili levičar takoj za,1,1
2973,2973,o tem pa s stran sd ni zgraž a ni čudno pa njoh so moril thompson bo pa samo pel,1,1
2974,2974,bom ponov če bo potreb še večkr omenj balkan držav imajo javnozdrav siste bolj na nivoj tretj držav in tega se zaved prav zato uvaja drastič ukrep ki jih pri nas zaenkr ne pozna upam da jim bo uspel čeprav trend kaže obratn,0,0
2975,2975,združ kralj ob zaslo zda nedvo krši vladav prava in človek pravi v primer assang bo torej naš pravič premier v imenu kritik dvojn meril zahtev takoj izpustit julian assang kralj je formal še člani eu,1,1
2976,2976,požar eksploz 7 05 2020 18 32ob 18 32 sta v ulici bratov učakar v ljublj pred vhodo v garaž zagorel zabojn za komun odpadk požar so pogas gasil gb ljublj,0,0
2977,2977,gandh je protes 29 let od protes protes mlk je minil že 50 let petdeset preveč za mirno protes preveč pa tudi tam niso bili mirni protes,0,0
2978,2978,v zadnj letih je bilo postav velik novih vremen postaj še vedno pa je precej belih lis ob takšn vetru je vedno premal postaj,0,0
2979,2979,ta vlada je rezult nesposobnos se je ustras coronavirus in predsed eu sloven ker ni sposob zakalkul se je sedaj vedno bolj globok tone v lastn blatu vabil na mnz,1,1
2980,2980,z rdeči parazit gobcan do polnih levičar žepov ampak samo naši za naše press,1,1
2981,2981,midva sva za mulca nekaj časa nabavl pri junak ki je delal krasn torte potem je pa enkrat bila situa da takrat ko smo rabil torto on ni mogel naredit pa je bilo treba zgrunt zdaj pa mami dela fenom torte ki vsak mulca iz hlač stres,0,0
2982,2982,toti list ljudj so znali cenit moje in naše sporoč rekord zmaga sač na volitvah,0,0
2983,2983,ze zelis merodaj primerjav moras racun na sedan povpr placo na tem prostor tudi takrat je bila slovenskanprecej vecja od drzavn,0,0
2984,2984,danes goduj blažen lojze grozd vzorn dijak ki je umrl mučen smrti,0,0
2985,2985,moral bi iskat rešitv da bi bila aplik najbol varn ustrez in bi jo bil največ del prebiv priprav uporab v komentar uredn,0,0
2986,2986,ker gospa poslan iz ne zna pogugl,1,1
2987,2987,sporoč govor teles imajo svoje zakonitos tudi glede na držav ali regij kolikok se ob pozrav poljub v sloven govoricateles potov,0,0
2988,2988,temu se reče zdrav kmečk pamet ampak samook intelek bodo našli vsak izgovor na svetu sam da jim ni treba riti premak,1,1
2989,2989,ne moreš tako po krkot janši in ostal no,0,0
2990,2990,ampak zdaj se pa strinj s štrukl vlada oz komis je zdaj dala direktor zavod prost roke da odloc kdo si zasluz dodatek za delo v nevarn razmerah ponekod se namre ze kaze da bodo spet izvisel razne negov itd kaj pa cistil itd itd,1,1
2991,2991,hrva reprez se je za 11 milijon evrov presel v rusij,0,0
2992,2992,ciril jj je kriv verje da je on je samo 5 let bil predsednik ampak za vse je kriv,1,1
2993,2993,kaj če bi šli samo en petek v mesec morda se vas zbere 1,0,0
2994,2994,dejans vučič obtož opozi ker mu to bolj ustrez zares pa res protes skrajn desni del srbsk opozi,0,0
2995,2995,saj ni probl smrtn probl je obrem zdr sist če vsi bolni naval na 1x se siste sesed in tudi smrtn se potem poveč,0,0
2996,2996,zakaj se regular joe torej ne fitnes trener snema in dajej posnet kako vadij doma na instag res ne razum,0,0
2997,2997,resno me motij ti politik ki nam kar naprej solij pamet in od nas pričakuj da bomo pomag sami pa ne nared nič konkret kolik let se že dogovar o enotn migran politik rezult pa prav sedaj gleda na grškotur meji,1,1
2998,2998,najbol da uved pionir od vrtca naprej,0,0
2999,2999,občin nič so se pa eni na sesek priklop samo teh 300 od občins je nekaj pridob plačuj pač vsi,1,1
3000,3000,ali kater izmed naved zdrav lahko proizved tudi v leku ali in krki,0,0
3001,3001,komentar da bi pahor in milanović javno ustvar kakšn kemij bo precej težko,0,0
3002,3002,ja hvala vse to vem zame je to vpraš moral ne zakon po zakon je marsikaj tud to da proti največ krimin na sodišč lahko izključ dokaz,1,1
3003,3003,nova vlada je na potez ali bo njena skrb predvs za cerk zavod in zasebn šolstv,0,0
3004,3004,to je pa trapas izjav z vaše stran vsak ima lahko svoje mnenj in ne rabim se vsi strinj samo spoštl moram biti drug do drug,1,1
3005,3005,zakaj imam občutek da bo razsaj tudi virus revanjanšiz,1,1
3006,3006,opravič za fajon šarc mesca in še za koga saj niso ne arhitek ne gradbenik in ne gospodar izved temveč rušitel ne spust jih blizu podčet izjem je šarec ki je baje zgrad podze šolo ker jo na svetl soncu ni videt,1,1
3007,3007,konecnes zaprt prehit pas a1 ljublj maribor,0,0
3008,3008,ok vse lepo in prav ampak kaj moram nared da dobim zraven pokli v nasled 15 sek,0,0
3009,3009,po težnjah politič apolitič neintelek intelek janša s tvitan svobod izraž omeju pravi,1,1
3010,3010,evrop umira do smrti izmuč evrop človek divja z električ brzin v razvoj divja in samo eno željo ima še umret državn apara pritis tega člove k tlom suženj nevidn spon duši tega člove prikov je na zbesnel motor razvo in se ne more rešit 1 2,1,1
3011,3011,prav da gre osel samo enkrat na led nekater vam pa uspe to večkr vsak novi obraz v politik pa to ni se vam treba bati za nas ker tega ne počne in na stvar pač kritič gleda,1,1
3012,3012,pohval večin na danasn protes celo zahval so se za glasb na ploščad pred,0,0
3013,3013,neobhod vrag je šalo vzel da ne bo prepoz za vse in vsakogar ki ni poleg,0,0
3014,3014,krovc ti lahko jaz naseg pripor,0,0
3015,3015,je zarad potreb po dodatn kapacitetah za karant obvest vlado rs da nekater naši člani in simpatizer razpolag s prostor ki izpolnjuj vse pogoj za karant in so jih priprav oddat v ta namen prvih 25 postel je že priprav za uporab,0,0
3016,3016,idi zdaj predlag ti ceste za v lombar špan švedsk kar pogumn spoto lahko vse kjuke na javnih wcjih poližet virus tako ni po vašem,1,1
3017,3017,in jim potem takoj dvign za 2 plačn razred 5 dan vladan,1,1
3018,3018,integriteta je razmer med človeč ljudm to je evrop duh po tisočlet bojih konstit v soc prav institut 3 čl listin o temelj pravicah to je norma za vse to je rešit sloven eu civiliz povem marjan lekše v svoji študij objav od dec do zdaj,0,0
3019,3019,glede na izsled raziskav so ljudj najbol kužni 1 teden to je dodatn argum za nošen mask ugotovit se ne sklad z sta člank da ima nošen mask predvs psihol vredn that could lend more weight to the argum in favor of wearin a mask while in publi,0,0
3020,3020,pa še vsa žlaht sosed bodo lahko poved svoje vtise in prišl do nekaj minut slave,0,0
3021,3021,stara zgodb zemlj in oddalj planet se srečat vsakih 5 mil let lepo se pozdravit slabo zgled pravi planet ah napadl me bolez homo sapien ne skrbi pravi planet hitro mine,0,0
3022,3022,ljudj imajo očitn počas dosti obljub levičar,1,1
3023,3023,ja potem midva ne bi imela probl lahko samo povpr je možno da se te spomn iz tr3,0,0
3024,3024,delov redak infografik vsak dan priprav grafič prikaz vseh podatk o koronavirus v sloven infograf podatk,0,0
3025,3025,v laporjah pri turjak je ravno nova pošilj dvopek predstavnik še ni na kraju,0,0
3026,3026,minil sta točno dva mesec od mojeg poziv pristoj za zaščit pravi delav v evrops parla obžaluj da vodstv evrops parla še vedno ni našlo ustrez rešitv za tolmač ter bom storil vse kar je v moji moči da se to sprem,0,0
3027,3027,novi potrej okužb je 342 včeraj števil novih je bila 586 novih mrtvih trinaj včera števil 8 skupn 88,0,0
3028,3028,če je danes dan zaljub zakaj se neka rekla začen z dragi moški imamo vse kar potrebujet za daril,0,0
3029,3029,nič ne bo kučan novi sloven ne pusti doseč boljš rezult kučan poskrb da nsi pride v dz a pazi da ni premoč zato kristj vsakič ponud nekeg sredin ki novi sloven odvza krščan glasov hkrat pa ji govor da ji krščan glasov krade janša,1,1
3030,3030,vremen napoved za 25 02 2020 ob 07 00 danes bo pretež oblačn le v severovzhod krajih bo večji del dneva še delno jasno ponekod na primor in notran bo občasn rosil a,0,0
3031,3031,nova različ virus na kitajs zdravnik povzr velik težav saj se je že tako dolga inkub doba koronavirus še podalj okužen pa imajo še manj ali sploh nimaj simpt,0,0
3032,3032,sem popoln razumel zato sem mu predoč da je neumn govor o tem da ima le polic pooblas za prever identitet z legit obratn pa vojak na meji ki ni mednarod prehod ne rabi polic pooblas saj lahko deluj v okvir obramb dežel,0,0
3033,3033,ponavl vpraš sem vpraš na fb tudi avtor interv pa je umakn objav oz jo je umakn vsaj za moje oči,0,0
3034,3034,ne se hvalit različ sosed a ne moret da ne bi ušlokaj pa vi sosed bolje nesehvalit,1,1
3035,3035,4x ste že predvaj trditv narodn izdaj ki po vsej verjetnos laže ali je pa prepros nesposob niti enkrat pa stali a lahko nehat manipul z javost tudi starej popul si zasluž resni,1,1
3036,3036,obisk je bil služb kaj delat cirkus to je pa ja najbol normal stvar otrok vzet na služb obisk a vi jih ne za vsak slučaj pa vseen poprav tiste račun od zadnjičraz minist prenočit v hotel na obali plačal izols občin,1,1
3037,3037,vsak ki pride v stik z vlado se neverjet hitro okuži z neumnos to stra nima več noben smisl,1,1
3038,3038,na kakšen način se tega manja da odstav sej obsta kakšen vzvod,0,0
3039,3039,ali bi termič obdelav v domač električ pečic ubila klice npr 80 stopin da ne uniči ffp3 masko,0,0
3040,3040,jasno sicer ne bi imel tist hujsk govor pred leti v dražgošah govor je bil podob kot pri l janković,1,1
3041,3041,izobesizastavoostanited svobod nacionalis sprej ga in prispevaj k razvoj in prosperit svoje domov slovenije naših družin in identitete,0,0
3042,3042,so dobri eni pa gebelskipolicis nekater so zelo zelo pravič in dobri tudi kriminalis tožil in sodnik inšpektor politik in drugi ljudj vredn so našeg poklon nekater pa so prav gebel,1,1
3043,3043,par dni nazaj sm enga sestrel pa ga nihče noče pridt iskat,0,0
3044,3044,in smo vpili pali pali in pred tečni sosed bežal domov hodil krvav kolen a pokonč ramen in delil še tsko majhen košček čokolad brez očitk ti si tak in ti tak,0,0
3045,3045,zelo možno ogenj vse scvre tukaj gleda tv njihov nacion cctv ki ima 50 kanal potem pa se vsaka provin svoj kanal ampak se nisem zasled kakšn dramatič posnet res silno pazij kaj pride na zaslon dajej napotk kako se ubran 2019ncov,0,0
3046,3046,to so krti,1,1
3047,3047,špela kožar je pač ena izmed tistih ki druge sodij po sebi,1,1
3048,3048,šarec cerar erjav šabeder pahor bratu židan katič so skriv pojav koronevirus v sloven ali oviral preven in pregled bodo odgovor za smrti godni so za ovadb za krimin združ za ogrož varnos za prikr javnos,1,1
3049,3049,in že okužen ker če bi bil med njimi ne bi račun procen ampak upal da bo ozdravel,0,0
3050,3050,v njem so uradn virom in virom s podpor držav vključ z rusij in v manjš meri kitajs očital da širit dezinfor in zarotn narat glede koronavirus tudi v javnos eu,1,1
3051,3051,ideja za povab v studi bi bil vesel tvoje recenz marcel,0,0
3052,3052,bila je prilož reorganiz 2006 kaj je storil naš toyot ravnatel,0,0
3053,3053,in to grdi desnicar od levuhar in balkan pa noben pomoc zacud,1,1
3054,3054,boštj kopriv stopil sem na klop da bi videl kako bo jezus prikorak iz zakris radijskimisijon,0,0
3055,3055,da prizn tudi zarad osebn negat in žalost življ izkušn imam ničel toler do prešuštnik in prešu ter lažnih uspešn mamic prostovol samohr rešit je pojdi in ne greši več,1,1
3056,3056,hojs ne bi smel imeti dostop do uranih prostor minist in vlade on je navadn fizicn oseba danes,1,1
3057,3057,nestrp ste se en mesec boste doma pride tudi polet,0,0
3058,3058,predlag da ostan v domač državah in si jih končn ured a ne morej ker so to večin musli in je vera tam močnej kot politič svobod pol naj pa o tej svoji veri malo razmis v evrop jih ne rabim,1,1
3059,3059,jz sam upam da ni bla tvoja mama ucitel sloven v domžalah na vencl perka zelo zlobn učitel je bla tako da če sta si v sorod razum tvojo zlobo in neumn če pa ne pa še tolik hujš,1,1
3060,3060,se spomn nadalj malioglas kako je mesar prodaj po lepot žensk pa še roko je poleg tehtal,0,0
3061,3061,4 dobre stran jutran teka,0,0
3062,3062,kaj ti mi morem če nisi niti sam dovolj pamet da bi uporab smart phone ali tablet in sodobn gadget ter aplik pritož se svoji mami in atu ta dva sta pravi naslov za tvoj handikap,1,1
3063,3063,prek kratk sem bila v nekem skupin chatu na viberj kjer se je eden od članov skupin vedno podpis ko je kaj rekel,0,0
3064,3064,ste prebr dvomi sicer gotov ne bi zapis tako nesmisel vpraš ali res ne zmoret večje miseln širin in odprtos srca verja da zmoret če se za to odloč g uroš preber prosi z odprtos ali se vam ne zdi že skrajn čas za človeč med nami,1,1
3065,3065,ne strinj se od začet bi se moral vsi držat pravil odredb in zakon bi moral velja za vse enako tudi za tujce ki legaln ali ilegal prečk mejo saj so na našem ozemlj očitn smo prvo drugo tretj in celo četrtorazred v tej dežel petki oni lahko,0,0
3066,3066,she said she claims temu eni prav reklakaz kakorkol da je nekdo nared tako slikc je res bolan kdorkol že je bodo pa že njih organ reda prever dejstv upam,1,1
3067,3067,to je tko kot da bi direktor firme nared anket za najboj direktor pa bi vsi zapos glasov zanj k se bojij za služb,1,1
3068,3068,webinar na bližnj tujih trgih za učinkovit spoznav turistič ponudb slovenijepr webinar bo 12 maja izved na nemšk trgu drugi webinar 26 maja za madžar to ta tretj webinar 28 maja za avstr to taveč info,0,0
3069,3069,ti ljudj res ne vidij hierar probl plačan pa so za to da jo najbol jasno prepoznav če ne bomo covid 19 marginaliz bo bolez marginaliz nas,1,1
3070,3070,moj odgovor se je nanas na zoran prvi tvit ne na vaseg,0,0
3071,3071,peljal so me v loko na bfm pa na niete in sem pač mislil da se bodo vsaj približ držal nekih standar,0,0
3072,3072,torej je materdorfar po srcu desnicar ker bo okrep koali posted seved,1,1
3073,3073,dalmat so hedonis itak meni se tudi ornk pozna ti geni po fotru,0,0
3074,3074,rudnik pri radomljah je 4 januar spet zbral števil obisk ki so s spomin slovesnos počast spomin na tragič ustrel in pobit borce in aktiv ki jih je okupator presenet in zajel 6 januar 1945 sloven domžal,0,0
3075,3075,sodi je uvedl preiskav zarad ugrabit in poskus ugrabit ki sta povez z umoro 35letn danijel božić,0,0
3076,3076,anekdot pravi da je stevu žigon pri obisk pri titu krlež pritrd da je maršal res tudi igral le velik boljš od žigon,0,0
3077,3077,ivanretvit motit se zzb nob je bila tako kot skgz odločn proti samostojnos sloven,0,0
3078,3078,oddaj platfor na je bila posveč ustvar likovn umetn nastop je tudi sodelav sccaljub umetn in kurator vesna bukov oddaj je priprav,0,0
3079,3079,vljudn vablj na obisk pa tud cepil sem se proti klopo če kaj šteje,0,0
3080,3080,tukaj se moram žal strinj z poenostav pomoč in jo krepk dvign morda pavšal na vsak zaposl predvs pa sprost poslov,0,0
3081,3081,odličn kolačk z rabarbar in jagod priprav je hitra in prepros rezult pa nadvse okus,0,0
3082,3082,predsednik koali strank smo včeraj ponoč usklad prve usmerit ki bodo del predlog smern za fkp1 med njimi 3 7,0,0
3083,3083,spet lukec iza lune sama fovš levak gor drži še bo norel po ljublj sodrg levičar,1,1
3084,3084,če bi bile nabavk prej in bi ko so zdravnik vpili da ni opreml bi jih kdo in medij jemal resno tega probl ne bi bilo pač bodo moral sedaj prerazporej ukc jim menda porab 8000 na dan,0,0
3085,3085,v zagreb zjutraj prispel avion prvi del 11 ton težke donac zaščit oprem iz dubaj ne vem ali jo je prevzel gosp minister ampak čestit,0,0
3086,3086,in ne samo s kitajs se vecji probl lahko nastan pri dobavn poteh znotraj eu,0,0
3087,3087,pomladni oddih na opatijski rivieri2 noči z zajtrk v villi eugen 4 v lovran že za 53 5 eur osebo,0,0
3088,3088,nisem taprav naslov za bluzen ni dokaz da je račun plačal pika,1,1
3089,3089,prej in potem zahtev vmes pa kajpačeslučaj,0,0
3090,3090,očitn vas martin odlazek bolje plaču kot mi davkoplačav vas preko v,1,1
3091,3091,člani eu naj bi notran meje odprl do konca mesec razhaj glede zunanj meja,0,0
3092,3092,da gre vojsk na mejo treba 2 3 večin v parla vojsk nimam na meji zato ker je levic usekan to že vemo zato ker sd izsilj dali bodo soglas vendar je treba pred tem zaposl razne šteomajer in ostal krvoses zdaj veste,1,1
3093,3093,oni imajo še rezerv v zamol otroc zarad politk enega otrok,1,1
3094,3094,ne ni vse slabo iz bih tam živij krasn ljudj s kater se odličn razum tudi tukaj je nekaj takih degut pa je gamad tvoje sorte vse tebi podobn bi bilo treba sterat v živins vagon in via na jug zarad mene lohk do grčij in vas v solun skipat v morje smrad en,1,1
3095,3095,vsem nacionalistič ali pa fašistič gnoje bi prepoved vstop v držav pa kdo se bo zajebav s temi izrodk,1,1
3096,3096,glede nagrad za najbol buržoaz način prehr sem najprej pomisl zakaj so izpust renes dvore zemon saj tam je vendar dobro za jest potem izvem da se uradn reče pazi pri lojzet a je kaj znan o etimologoj šef je tomaž nč jasno,0,0
3097,3097,uno ko na akosov portal za invest vidiš telek namer za optik v škofj loki v opisu pa med drugi tud tvoja ulca,0,0
3098,3098,ma je blo kot jutran slab,1,1
3099,3099,a z zokij ste se že zmenil da vam postav spomenik na gradu,1,1
3100,3100,tudi mene pa sploh ne vem kdo je to,0,0
3101,3101,imamo pa mozin oddaj tut to nekaj steje,0,0
3102,3102,ja meni se tudi zdi da so se ključ čas študi in ukrep preveč resno oziral na kitajs podatk,0,0
3103,3103,s tem se pa res ni hval z držav ki stalinistič vodstv dopušč in ga podpir ter finan pri ustrah odstr rabotah se je pa dobro videl v korons časih kako impot je instit brez predmet usposob svetov ničodnič 1 2,1,1
3104,3104,it nima enega izmed boljš zdravs siste ima enega izmed slabš odvisn od regij,0,0
3105,3105,minister sprejel sem odstop državn sekretar,0,0
3106,3106,se vidi da dremas ze bist del zivlj,0,0
3107,3107,zarad koron moraš imeti v bazen kapo razum zakaj kapo v bazen ne pa kaj ima kapa s koron,0,0
3108,3108,osebn predlag da naprej twitt sedaj s pozic predsed le upošt pravil dale carneg sogovornik ohran čast tako bomo postal skupn pripad ljudi vsak bo dobil svoje mesto bi kot varn strokovanjak lahko vodil zapor,1,1
3109,3109,spreml odziv sindik presenet preseneč so nad delom nove vlade prav tako levičar samo zaplos lahko covid19 vladars,0,0
3110,3110,vlada pv 14 minist jj sds pivec desus počivalšek smc tonin nsi logar sds šircel sds hojs sds simon sds vizjak sds kuste smc kozlovič smc koritnik smc cigler kralj nsi vrtov nsi gantar desus,0,0
3111,3111,pravkar poslu nabij neodvis kako bi moral direkt kupov evo primer kako so se nemci direkt nategn,1,1
3112,3112,ni čisto res sem prebr kar nekaj stvar o tem virus in je daleč od nedolž,0,0
3113,3113,res malo nervoz reagir na takšn pripo ker so za moj okus preveč upravič,0,0
3114,3114,pri nas je prejšn vlada bila bolj butast kot večin ljudst tako da mogoč je pri njih isto,1,1
3115,3115,tisti kulturnik ki je odvis od davkopl denar definit ni sposob za en drek imel je cas karant da se dokaz svojo inovat sposob kreat in kaj so dokaz nic od nicesar samo jamra in fehta davkop denar in to je kulturnik,1,1
3116,3116,pravil sem že pred časom napis če se ne strinj kater avto je najbol ni nujno da se ne strinj kater hrana je najbol,0,0
3117,3117,res vam ni treba z vsaki novim tvito poglab jame ki ste si jo skopal dajte no kaj prebr zdrav pamet še posebej če ni zelo zdrav pač ne pomag povsod,1,1
3118,3118,enkrat sem šla takoj po depil v čipkas gatkah na kolo,0,0
3119,3119,vzunaj si turist predvs v grčij postr te začn gledat na sloven obali na istri sploh pa tja do sredin dalma,0,0
3120,3120,egoobr mehaniz se bodo v teh časih ko je moška simbol kastr ki je ključn za gospodar na polno aktiv kastr ogrož moški v gospodar bodo proizvaj popoln iracion ideje nezaved jih bo silil v nespamet ukrep itd itd,1,1
3121,3121,smo v trend včasih smo metal kladiv daleč sedaj pa že diske baje priha čipan in 5g,0,0
3122,3122,hudob muc je z svoji nagon hotel poved da ima hrane iz vrece cez svoj menu,0,0
3123,3123,če ne veste je tudi iz zelo znane odvetn družin ki jih zagot ne gre slabo kakor koli požarj twit je en kletn podn,1,1
3124,3124,po mojem se tudi šivilj bliža konec če ne prej pri nasled volitvah,1,1
3125,3125,sem poskus kuhat granitogres plošč pa goste so trde pa k hudir,0,0
3126,3126,nič presenet eden največ vojnih dobičkar in trgov s smrtj v času jugosl vojn corrup je tudi pande covid19 izkoris za odprod in preprod dobičkonos blaga zdaj pa že prikr ta državn krimin s pokvar policis,1,1
3127,3127,skupin za obdel šolsk polja je klapa rdečih hipij že v 80ih so partij koritar vedel kaj bo s komuniz čigar kron dragul je prosvet in do danes je niso dali iz rok glavn agron so gaber štrajn p zgaga na fotki so pa njih pridel,1,1
3128,3128,to je tako samo zato ker se johan in dontworryj ne ljubi,0,0
3129,3129,glede na stanj v dsojih je vlada najpomembnej bitko sramot izgub,1,1
3130,3130,in desničar vse vlade najem zunan sodelav zakaj ker jih rabij sami nimaj in ali sami ne znajo lahko gremo pa živet nazaj v kamen dobo in se sporaz z dimni signal pa še takrat bi najbrž angaž strok za to,1,1
3131,3131,a moja mami dvomi da je izza šparov blagaj zmogl tako prevar,0,0
3132,3132,misli da bo desnuhar odklen za nekaj časa se le pečat s fašiz zadnj leta tako da vas bo treba umirit in izgnat fašiz izmed vas kot velev pravi lustr naredit vse bivše konver in ostal fašist sodrg spravit iz politik da se normaliz stanj,1,1
3133,3133,vsekakor ne antifašistič upor je bil in bo pri nas vekomaj žal se kot jaz vidim politič dogaj v slo fašistič ideolog pojavl tudi pri naših desnih strankah upam da se motim,1,1
3134,3134,kdaj smo pa imeli levičar vlado,1,1
3135,3135,besni upokoj je en bogi navijač maribor ki je staln v vijolič za tole drugar pa ne bi vedel,0,0
3136,3136,polet je čas za odkriv narav a ne pozab držim se označ poti parkir na urejen parkir izogib se občutl območj ne motim rastl in žival odpadk odnes domov odkrijmonarav občuduj varuj,0,0
3137,3137,ne ga no lomit pa ne bom sedaj menda na koncu še kacin branil polit je res kurba ne uspev se tako hitro obrač kot se hitro vse vrti vendar pa ima tokrat gantar prav in aleks si tisto visok žlahtn prizn tudi zasluž,1,1
3138,3138,kakšn droge imate v mb mladi ljudj pozim skač v dravo ker jim je noro vroče sedaj pa na streh norij pijan in pretep rešev,0,0
3139,3139,majda glej ni tko kot zgled top serij tudi v šeste delu vimenuljud,0,0
3140,3140,vesolj borut dokaz nezmotljivos naše svete knjig in 14 člena le te ker nekaj ljudi v naši držav živi na druge planet je edini pravil naziv za njih vesolj bong,1,1
3141,3141,še who je zamoč pri pande tile bi pa še eno podobn ustan,0,0
3142,3142,čigav resni resni je več,0,0
3143,3143,tanji fajon sem že večkr dal nasled ponudb k sebi domov vzame 3x tolik begun migran ki nam vsiljuj svoje nasil in kultur kolikor jih bo ona in to za 3x daljš obdob na moj strošek pomoč so potreb begun ne migran vam dajem isto ponudb,1,1
3144,3144,poved je da drugih ni bilo na voljo,0,0
3145,3145,če bojo katol volil razne šarce ki berej beril pri maši svoje hčerk pošilj k prvem svete obhaj hodij na predvol tv soočenjas sveti pismo v rokah bojo še čakal na izenač finan izobraž v javni in zasebn osnovn šoli,1,1
3146,3146,ko sem prebr simič tw so mi vaši strah popoln jasni,0,0
