,hate_speech,offensive_language,class,tweet,is_offensive,is_hate
1445,0,6,1,smh bitch are such hater how dare they do thi to her blackgirl jealousi yooo loool,1,0
1446,0,3,1,throw lamp at bitch who need to lighten up true dat,1,0
1447,0,3,1,use y mx b to measur the slope of that ass girl,1,0
1448,0,3,1,on my way to fuck ur bitch,1,0
1449,0,3,1,on my way to fuck ur bitch,1,0
1450,1,2,1,my brother a faggotsmh,1,0
1451,0,3,1,dnt blame nigga when a femal see ya hoe ass way go listen to some jt money fruitcak,1,0
1452,0,1,0,some of you all bio are trash mine pretti good,0,0
1453,0,3,1,bout time some of these chick do not want a man they just want support tell that bitch to get a bra,1,0
1454,0,3,1,when the pussi stank,1,0
1455,0,3,1,rememb thi bro do not show peopl thi,1,0
1456,0,2,1,uhoh you got the hoe lol you all i found thi letter on my car naaah,1,0
1457,0,3,1,if she is send you nude on snap chat but your not one of the 3 guy on her favorit she a hoe,1,0
1458,1,2,1,monday are a whole lot better when you are drive a vehicl that white pussi uhhh get ya,1,0
1459,0,3,1,no longer a side bitch,1,0
1460,1,2,1,spit on peopl just show you were not rais right in anoth word it is a bitch nigga trait,1,0
1461,1,2,1,spongebob out here beat bitch up,1,0
1462,0,3,1,a relationship is onli made for two but some bitch do not know how to countamen to that,1,0
1463,0,3,1,whi is everyon who think you are an unfunni pander jizzbag automat a troll and he hate color folk,1,0
1464,0,3,1,darkskin girl ugli ass bitch,1,0
1465,1,0,0,in the fashion world urban mean stolen from black peopl it ghetto on us and urban on them haha,0,0
1466,0,3,1,it is like when a bitch got to pretti pussi but it is loos witchcraft,1,0
1467,0,3,1,the white girl you should holla at but nooooo brotha go for the ugliest bad built hoe ever,1,0
1468,0,3,1,how young is thi hoe with a mm pillow,1,0
1469,0,0,0,i surviv swine flu bird flu west nile and the bloomberg administr i will be fineth abort surviv can not 4get that,0,0
1470,0,3,1,fyi my favorit type of bitch,1,0
1471,0,1,0,my tweet trash,0,0
1472,0,3,1,small titti bitch pierc nippl look like stapl lmao,1,0
1473,0,3,1,readi blow thi bitch down me 3 rello,1,0
1474,0,3,1,i could not find anyth to hold my hair up let alon put a poni inno bitch i said post a bust pic,1,0
1475,0,0,0,my leav out is trash you sick,0,0
1476,0,3,1,iont got no typebad bitch is the onli thing that i like aye i am just live life,1,0
1477,0,1,0,dumb beaner,0,0
1478,0,3,1,i tri to keep all my bitch on lay away same way i feel,1,0
1479,0,3,1,trust these bitch nah,1,0
1480,0,3,1,is it wrong if i get on thi bitch and start talk shit ye,1,0
1481,0,3,1,are not noth better in life than meet a hoe with a full time jobdont let her have her own benefit nigga what,1,0
1482,0,3,1,boney as shit right i seen them walk down the street ctfu i wa in the crib tho he a lucki nig,1,0
1483,0,3,1,i heard thigh gap is a way of tell if a bitch pussi is loos what,1,0
1484,0,3,1,i threw them hoe away you also just threw yo life awaybruhhh,1,0
1485,0,3,1,lol haha hahahahahahahahahaahah deez nut bitch,1,0
1486,0,3,1,hate drive in the rain you can drive deez nut in your botch mouth hoe,1,0
1487,0,3,1,your opinion is irrelev becaus you are a cunt,1,0
1488,0,3,1,true noth shut up libdog bitch who like to bark at anyth that is calledpreach the truth,1,0
1489,1,2,1,fuck her right in the pussi i wish thi dude wa my grandpa,1,0
1490,0,3,1,when you see the bitch that been talk smack about you in the playground,1,0
1491,0,9,1,i just want panda express panera big booti hoe,1,0
1492,0,3,1,are not they all tho bro i hate a nosey bitchsom more than other,1,0
1493,0,3,1,i got money gun gold bitch nd stack nigga fuck thi net beef have my shooter get at nigga a bring dat friday den,1,0
1494,0,3,1,if a bitch come for me i hope she bout all that slick shit she yap about thuggin,1,0
1495,0,3,1,i am fix to eat some pussi lmao,1,0
1496,0,0,0,when girl take my snap back and beani lol that is 35 dollar a hat and 40 for the ax beani i do not let them take it,0,0
1497,0,3,1,a new breed of white girl she slam that bitch,1,0
1498,1,2,1,a bitch could not pay me to get dem pregnant again fr fam ion see how nicca out here poppin kid out,1,0
1499,1,2,1,nigga want pussi i are not give ani out here is where lie our dilemma that is cool,1,0
1500,0,3,1,hahahaha do it bitch make her fall in love should i,1,0
1501,0,3,1,if she buy you a tattoo wife that girl thi bitch,1,0
1502,0,3,1,bitch say ray rice got what he deserv but just a month ago want thi man free,1,0
1503,0,3,1,bitch be like messi bun,1,0
1504,0,3,1,when she ask how imma eat her pussi,1,0
1505,0,3,1,girl you eat mo pussi than me girl you shoulda been a nigga that is that jam,1,0
1506,0,3,1,leav all the bitchin to bitch,1,0
1507,0,3,1,last night wa well fun lmao you got some pussi did not ya vern unfortun no lol,1,0
1508,1,2,1,you all femal love you all a bum nigga or a jail bird,1,0
1509,0,6,1,you lucki ashit if you got the shawti you want a niggah just tryna keep her,1,0
1510,0,3,1,do not get on bro when bae textin anoth nigger,1,0
1511,0,0,0,i just accident ate a pot browni i guess there goe my pledg of be drug free for life lolz lmao colleg,0,0
1512,0,2,1,who els think lip bite is fuck sexi until that bitch bite too hard put a hoe out onc for that,1,0
1513,1,2,1,these the kid that call you nigger on xbox,1,0
1514,0,0,0,how i feel when i am throw trash away everyday in school,0,0
1515,0,3,1,when he make you hi wcw hi hoe favorit it,1,0
1516,0,3,1,femal that know they are hoe realli the coolest chicksal sex asideslmao,1,0
1517,0,3,1,they game is over fuck you all bitch you all attitud,1,0
1518,0,3,1,it might be some of you all femal pussi wet becaus he cri smh,1,0
1519,0,3,1,i say bitch bad woman good ladi better lupe,1,0
1520,0,0,0,oreo and milk,0,0
1521,0,3,1,mayb cuz your put trust in a bitch not a ladi or mayb becaus thi a fuck song,1,0
1522,2,1,2,shut the fuck up you fuck trash nigga work on anoth ring,0,1
1523,0,2,1,in the yellow is rock hard,1,0
1524,1,2,1,everybodi love dej loaf becaus that is wifey fuck off kaya dat my bitch,1,0
1525,0,3,1,i live in constant fear of be shit on by a bird well thi actual fuck happen to me befor sooooo,1,0
1526,0,3,1,i surround my bad bitch i can not keep them out my face wheretheyatdo,1,0
1527,1,2,1,dr gero made android 18 to destroy da world da sum bitch nigga shit i would program a girl android to give me sum neck 247,1,0
1528,0,3,1,dumb bitch award goe too that is all you uncl sam,1,0
1529,0,3,1,i let my girl handcuff me to the bed thinkin she gon do someth freaki thi bitch went through my phone,1,0
1530,0,3,1,what if pussi treat condom like car treat seatbelt and kept beep until you put it on,1,0
1531,0,3,1,it is almost been 10 yr you have not had one gf sinc you just been fckn hoe huh,1,0
1532,0,3,1,your relationship end not your life stop be a whini bitch,1,0
1533,0,3,1,you fck like a hoe so no thank you i am about to be classi when i do it bitch i am dead,1,0
1534,0,3,1,i hate how some of you bitch come to school musti like how tf you walk out your hous stank your mama are not shit,1,0
1535,0,3,1,jealou bitch be like do not subtweet me hoe,1,0
1536,1,2,1,you all big braid gell babi hair havin bitch look like dashiki from do not be a menac thi is not up for discuss,1,0
1537,0,3,1,nawwww if you a hoe you sittin on the floor and not my damn couuuuuch but your birthday is in feb or naa nope,1,0
1538,0,3,1,i am so dead whi you hoe me idk i just felt like flame you lol,1,0
1539,1,2,1,go to sleep bitchstfu,1,0
1540,0,3,1,i realli onli like like 3 peopl in thi town everyon els is a faggot me me me,1,0
1541,0,3,1,better not have ani bitch ass peopl in my class tomorrow,1,0
1542,2,1,2,damn they got wifey fall back nigga i do not share my hoe,0,1
1543,0,3,1,when you catch your girl do some hoe shit behind your back,1,0
1544,0,0,0,i find myself want to googl the yellow king truedetect no kid what is go on,0,0
1545,0,2,1,them wet say trav see if they got them hoe in cali i will send you my money,1,0
1546,0,3,1,thi bitch childish af one of my sister would have had to crash her,1,0
1547,0,3,1,nigel you do not think he know what he did wa dumb how smart are you shut your bitch ass up,1,0
1548,0,3,1,fuck your bitch and left her like,1,0
1549,0,3,1,yasss when a bitch get paid tho as long as she dnt act crazi,1,0
1550,1,2,1,half you all hoe still got nut in you all babi hair shut up,1,0
1551,0,3,1,nobodi want to be with a bum except bum bitch,1,0
1552,1,2,1,ur ex girlfriend is a slut fr f dat hoe,1,0
1553,0,3,1,ladi if a nigga alway want to go out and parti everi weekend he basic side hoe shop,1,0
1554,0,3,1,when you go to take me out some hoe not go to let you come over until you spend money on themlisten,1,0
1555,0,3,1,beef is when a bitch titti look like they sleep what is beef,1,0
1556,0,3,1,today wa a long practic bitch no it wa not,1,0
1557,0,3,1,food gt pussi but pussi food so food pussi,1,0
1558,0,3,1,i swear if i see ani snow tomorrow bruhh you sound like a basic white bitch,1,0
1559,0,3,1,typic hoe costumes1 cat2 nurse3 bunny4 polic officer5 themselv,1,0
1560,0,3,1,uh excus me bitch you do not need to shout,1,0
1561,0,1,0,red neck ice bucket challeng he must be from the sip redneck,0,0
1562,0,3,1,smoke skate twerkingim innat hoeya,1,0
1563,0,3,1,i hate thi shit like whi you all bitch think that is cute cloth violat,1,0
1564,0,3,1,miss you pussi,1,0
1565,0,3,1,i smoke like 20 backwood a day cop dem bitch by da box woe,1,0
1566,0,0,0,adam jone homer yanke now lead 53guy is a monsta,0,0
1567,0,3,1,alreadi go how i look at side hoe when daddi walk in the room,1,0
1568,1,8,1,you r gey af but you are my boy i am glad i am close with you you dumb bitch how guy say i love you,1,0
1569,1,2,1,can not stand a playin ass niggabitch,1,0
1570,0,1,0,make weed browni tonight goin slide me a batch relo,0,0
1571,0,3,1,the hoe love oomf lol,1,0
1572,0,3,1,lover old bitch,1,0
1573,0,3,1,shavonn wa do ballet in the middl of the street last night and fell bitch it wa not ballet,1,0
1574,1,7,1,i want pussi for dinner,1,0
1575,0,2,1,when her nude trash you got to draw cloth back on her and send them back,1,0
1576,1,2,1,hoe be like omg i love my new comb thought thi wa perro,1,0
1577,0,3,1,knee asscrow ass,1,0
1578,0,3,1,slut hoethot who are,1,0
1579,0,6,1,i feel like twerk thi is whi yo pussi stank,1,0
1580,1,2,1,kany might be the first nigga to success save a hoelol thi a origin tweet,1,0
1581,0,2,1,10 under in miami is a keepernot hard to find them hoe just like to brain wrestl,1,0
1582,0,2,0,quot thi with a weezi vers i am a diamond in the rough like a babi in the trash,0,0
1583,1,2,1,quot thi with a weezi vers you are like a bitch with no ass you are not got shit,1,0
1584,1,2,1,you just ugli af stick to one rt thi new avi trash or nah,1,0
1585,1,2,1,you goofi onli goofi nigga simp over chick with commun pussi who are you,1,0
1586,0,3,1,alway tryna degrad girlsshit when reallypussyass is almost all you all think about so shuuutt iittt sometim,1,0
1587,0,3,1,fk it i am never wear my headband again either but you do not hoop like a lil bitch tho,1,0
1588,0,3,1,that are not my hoe,1,0
1589,0,6,1,thi singl shit so bore suck it bitch,1,0
1590,0,2,1,trenton gossman is the sexiest hillbilli i have ever seen,1,0
1591,0,0,0,colt mccoy winshookem he is still trash,0,0
1592,0,3,1,cri over a guy on thanksgiv nah bitch pick your head up you make the turkey soggi thank ashanni pat turkey dri,1,0
1593,0,3,1,good pussi be make a nigga have to regroup pull out and get your thought togeth,1,0
1594,0,3,1,i ate oomf pussi her,1,0
1595,0,3,1,ion care about none of these bitch,1,0
1596,0,3,1,never seen so mani perfect bitch til i made a twitter but,1,0
1597,0,3,1,i am a boss ass bitch bitchbitchbitchbitchbitchbitch,1,0
1598,1,2,1,agre eat pussi is so much betterthey both nasti,1,0
1599,0,3,1,fuck a wcw dat my bitch not my crush,1,0
1600,0,9,1,all i want is bitch big boooti bitch,1,0
1601,0,0,0,how is thi trash,0,0
1602,0,3,1,i do not like a ghetto femal,1,0
1603,0,3,1,if jennif hudson can lose weight anybodi can you fat ass hoe,1,0
1604,1,2,1,stop give a nigga pussi he stop actin like he care no true total,1,0
1605,0,3,1,all i want to do is go workout then come back home and lay in bed jerk off kill two bird with one stone,1,0
1606,0,2,1,an orangutan onc tri to have sex with actress julia robertssmart monkey,1,0
1607,1,2,1,ever met a bitch that fuck with your nigga but wa to pussi to admit it a bitch for a bitch,1,0
1608,0,0,0,singlebecaus ill find a cute hoosier to date next year,0,0
1609,0,3,1,i just made that interview my bitch finess it huh lol,1,0
1610,0,3,1,we do not love these hoe,1,0
1611,0,3,1,fuck a bad bitch id rather have a good girl who is a freak just for me 1010 time,1,0
1612,0,3,1,singl af we do not care you are ugli anyway me pussi,1,0
1613,0,3,1,i do not love these hoe we,1,0
1614,0,3,1,when you tri to smash but that pussi stank,1,0
1615,0,0,0,yanke and red sox are scoreless as we play in the 2nd inningth bambino is watch,0,0
1616,0,0,0,alfredo acev in to reliev here in the 4th yanke he need to go away ga can,0,0
1617,0,0,0,cav trash heat trash smhpat got to make trade,0,0
1618,0,3,1,i am not a bitch like lol sorri not sorri tri to give him a hint that i did not want to speak to him so idc,1,0
1619,1,2,1,shut up faggotset himself up,1,0
1620,0,0,0,oreo ice cream cake,0,0
1621,0,3,1,i got a natur mean face i be havin mean mug and ion even be knowin bitch shut the fuck upright,1,0
1622,0,3,1,all i want for my birthday is a femal with a larg buttock big booti hoe,1,0
1623,0,3,1,my sister shittin on you ho onc again wodeh bout dat action,1,0
1624,0,3,1,lmaooo i find thi shit so funni you all hoe are not content with work it out with one nigga bore,1,0
1625,0,2,1,you look like a cotton picker tho about to put in field work damn dee got all the joke,1,0
1626,0,3,1,wassupbyebitch you outta order,1,0
1627,0,6,1,thi bitch lie to me messi yess,1,0
1628,0,6,1,alyssa you ignor me bitch but you better text me back becaus i am seriou fuck you smokey,1,0
1629,0,3,1,i am about too put sooooo much nut in my fuck mouth and gt frfr bitch yu nasti,1,0
1630,0,5,1,i am so win bitch,1,0
1631,0,3,1,the boy told lyssa make them 50 ye bitch and i need them,1,0
1632,0,6,1,these hoe be play w me like i will not send babi cain at they niggah yesss messi,1,0
1633,2,1,2,shoot that nigga and hi shorti bitch,0,1
1634,0,3,1,iz no point in be jealou cuz dee hoe for everybodi bucketsproverb,1,0
1635,0,2,1,oomf a hoe hopper,1,0
1636,0,3,1,what thing do you love myself weed pussi life,1,0
1637,0,3,1,oomf a fake bitch ass nigga point blank period smh awwww shittttttt,1,0
1638,0,3,1,how i lose thi sweetyou are not lose it you hide it lmfao viri tryna smoke that hoe to hi self boy,1,0
1639,0,3,1,kyri fast than a bitch with the ball look like you out there lollol i wish,1,0
1640,0,3,1,hahaha she to much of a thotti for younev fear captain saveathot is here to save that hoe,1,0
1641,0,2,1,happi birthday littl bitch bofl thi made me laugh when i read it,1,0
1642,0,3,1,snap chat name pleas onli bitch you can snapchatt is me,1,0
1643,0,3,1,these hoe are not loyal no they are not,1,0
1644,0,3,1,where the bitch at yeah where they at i do not know they probabl at that parti,1,0
1645,1,2,1,i got the giggl becaus i am a fag i are not gon lie lol,1,0
1646,1,2,1,you a bitchthey need to lock yo ass up for sayin some stupid shit like that,1,0
1647,0,3,1,no one like i n d i r e c t ass bitch,1,0
1648,0,0,0,my laker are go to be so trash thi season i can not wait,0,0
1649,0,3,1,boyfriend that will eat yo pussi all day long ur da real mvp,1,0
1650,0,3,1,how you make a salad and have no veget on the bitch give me a break potato salad,1,0
1651,0,3,1,i am so happi in the morn after i shave my pussi cute alway set me up for a good dayu need some dick,1,0
1652,0,3,1,i be laugh when my ex be tryna stunt bitch you forgot i went with you i know what you got do not got,1,0
1653,1,2,1,wish tonight wa purg so i can get to hunt shut yo hoe ass up,1,0
1654,0,6,1,what if i tell you all i am tri to turn up for bayou classic drinker bitch you got the id,1,0
1655,0,3,1,lol i 4got rose been dat nicca tho 1 never forgetlol yee i wa trippin,1,0
1656,0,1,0,look at nip ring i can not wait until i can chang mine lmao,0,0
1657,0,1,0,happi new year check yo clock hun we got anoth hour lolthey just did the lil count down thing,0,0
1658,0,3,1,bitch got to work all hard to clean that shit without rip her skin lmaosjdusubej,1,0
1659,0,3,1,my friend are some insensit bitch,1,0
1660,0,3,1,i am tryna get some snow day dick gon make a nicca have a wreck out there tryn pull up on ya,1,0
1661,0,3,1,like whi tf is thi bitch follow me,1,0
1662,0,3,1,cuz you a hoe lol cuz you went on your lil rant on me man,1,0
1663,0,3,1,that wa not me hoe azz boi i am sniff sniff sorri sniff sniff,1,0
1664,0,3,1,what you did mr bitch stop call me that but i ball,1,0
1665,0,3,1,ion eat cat bitch what you gay for then,1,0
1666,0,3,1,iont got not type bad bitch is the onli thing that i like ayee throw that ass in a sphere,1,0
1667,2,4,1,nigga is hoe man i swear,1,0
1668,1,5,1,thi hoe mimi said i hurt my hand bitch her throat,1,0
1669,0,3,1,di hoe bri will fuck up a wet dream pop up in the dream like,1,0
1670,0,3,1,you a hoe broski you got to look at dat shit,1,0
1671,0,3,1,lil bitti bitch lingo,1,0
1672,0,3,1,shawti want to charg for pussi but i am like whoa now turnt her on to cash she use to fuck for free,1,0
1673,0,3,1,victor shawn leg do not hurt they jigg everi damn night,1,0
1674,0,3,1,lol someon told me i had hoe so i sent them thi,1,0
1675,0,3,1,bitch i am weakkk vic,1,0
1676,1,2,1,fuck the girl peep how he chang when a nigga squar up against him bitch ass,1,0
1677,0,3,1,nobodi care about kirk bosley noi care bout my cousin hoe,1,0
1678,0,3,1,men hop in they feel much quicker than women not me i hop in ya bitch,1,0
1679,0,3,1,bitch i am on bitch i am on my griiind thug luuuuuuv,1,0
1680,2,1,2,my phone charg backward retard,0,1
1681,0,3,1,i want some pussi wishfulthink,1,0
1682,0,3,1,fb hoe loldamn next time be nicer lmfao,1,0
1683,0,3,1,right idk which one wa sell pussi for 65 but that is way too high for them,1,0
1684,0,3,1,ahhh you know who so smart donni but ye yass i am glad you speak your mind to these 2face hoe,1,0
1685,0,6,1,gave that bitch a bib sinc she want to act messi,1,0
1686,0,3,1,i am more excit about boosi get out than valentin dayh get vday pussi allstar weeekend pussi and mardi gra,1,0
1687,0,6,1,i do not like popey spici chicken them bitch be on 10 boa you trippen,1,0
1688,0,6,1,i wonder if i oomf i be like i want fuck would i be wrong or you a be one brave as bitchon day,1,0
1689,0,3,1,it is so wonder when you meet a dude that is not a bitch ass nigga these day,1,0
1690,1,2,1,yeah he lowkey love me he know he is ma nigga we do not love these hoe,1,0
1691,0,3,1,i am 2 much for these nigga and 3 much for these hoe,1,0
1692,0,3,1,jordyn stay make fun of how i eat like a littl bitch,1,0
1693,0,2,1,he did go in i wa actual surpris he when that hard n the crib listen 2 my nig geazydont diss my homi,1,0
1694,2,1,2,you are not special niglet when i am chill wit greg ppl walk up to me to ask me to take picshatin,0,1
1695,0,3,1,got to buy those antislip shoe so these hoe will not catch me slip,1,0
1696,0,0,0,83 you are realli cool you are good at basketbal and your a zebra is thi,0,0
1697,0,3,1,grow up bitch they wa cute,1,0
1698,0,3,1,scrappi alway on the reunion with hella hoe real nigga lmao,1,0
1699,0,3,1,if he ha a girlfriend do not be a hoe and text him yanno who you are,1,0
1700,0,3,1,do not realli have anyon to talk to when thing start go wrong aight hoe ass nigga,1,0
1701,1,2,1,sydney my favorit she is a nigger but i love her,1,0
1702,0,3,1,depress but i got hoe same,1,0
1703,0,3,1,7 you still fucn ya exna that bitch corni,1,0
1704,0,3,1,about to go take over the a thi summer bing alll the fli bitch to bless atl turnup thank you,1,0
1705,0,3,1,i never get on twitter but when i do i get in bitch fight with nigga not even femal bruh,1,0
1706,0,3,1,where the fuck is your top lip in my pussi,1,0
1707,0,3,1,mane the skinni bitch wa playin lol i had too take my weight class too anoth level,1,0
1708,2,1,2,lemm find out you niggaz let bitch shit on yo face nigga is weirdo,0,1
1709,0,3,1,cigarett are so gross half the bitch that smoke cigarett,1,0
1710,0,0,0,i hate when i attempt to make the yellow light but the car infront of me stop at the light i be want to fight,0,0
1711,0,6,1,i like down bitch,1,0
1712,1,2,1,nigga talk more then bitch these day fact,1,0
1713,0,3,1,now bitch you know lmaooo,1,0
1714,0,3,1,fuck them text it is a movement lmaooo court text rub off on me she use to be bitch bout it tho,1,0
1715,0,3,1,i need to find is both a damn job need to find a bitch a jobright,1,0
1716,0,3,1,i do not fuck youuu you lil stupid ass bitch i are not fuckin wit you you lil dumbass bitch i are not fuckin wit you,1,0
1717,0,3,1,are you kid me right now i will smack a hoe,1,0
1718,0,3,1,i am just a sarcast lil bitch who love to sleep and eat,1,0
1719,0,3,1,these hoe are not loyal i would know becaus i am a hoe but my fan damn sure are real,1,0
1720,0,2,1,yeah it is realli far and it is alright if you like live by a whole lot of hick haha,1,0
1721,0,3,1,i am just a bitch ass elf,1,0
1722,0,3,1,i do not trust girl can not trust these hoe,1,0
1723,0,3,1,well we all know victoria secret nowyea and we all the cocoa puff bird fuck,1,0
1724,0,3,1,paint brush over bugatti stundentpaint bitch paint me like one of your french girl,1,0
1725,1,2,1,niggah you friendzon daaaaaaaam,1,0
1726,0,3,1,jose is so fuck mean to me like damn bitch lol fuck you,1,0
1727,0,3,1,bitch i am back at home now,1,0
1728,0,0,0,chuckstrong goldswagg that is awesom hoosier,0,0
1729,1,5,1,happi hour time best time of da day nigga do not know bout them happi hour hoe,1,0
1730,0,3,1,my favorit time of da day happi hour drinkbreakwhen the bad bitch come out and the ok hoe at home do makeup,1,0
1731,3,6,1,gwyneth paltrow you ugli ass big bird look bitch shut the fuck up that is pretti much in your facebravo,1,0
1732,0,3,1,whi you can not just love becaus we do not love these hoe,1,0
1733,0,2,1,they play a great job who is the retard now,1,0
1734,0,3,1,you all bitch be pop babi out like it is a sportstop what lol,1,0
1735,0,3,1,finger a bitch w my trigger finger nigga shut up,1,0
1736,0,3,1,dora her tabl manner she is eat like a sloppi hoe,1,0
1737,0,3,1,stop be such a bitch,1,0
1738,0,3,1,just demolish thi huge bitch is care,1,0
1739,0,3,1,just think if alex won some game that sorri son of a bitch will never win us a game,1,0
1740,0,3,1,bitch so late ion expos,1,0
1741,1,5,1,i feel sorri for whoever use alyssa number to play phone game dumb ass hoe who are not got a life,1,0
1742,0,3,1,i will be a bitch when i have to be a bitch fandomapolog 5sosfamand1dfandomfollowparti preach,1,0
1743,0,3,1,bitch be set hoppin like bitch get your life for you get beat up lmao,1,0
1744,0,4,1,that pussi so wet she got to dri outsidestop tell my busi,1,0
1745,0,3,1,when is homecom ho slut the 17th,1,0
1746,0,3,1,asian have short bed my feet are hang off the edg of the bed cuddl me bitch i am right besid you,1,0
1747,2,1,2,you a regular nig you play out b lol i am about to b ig famousthes day that count for somethin,0,1
1748,1,2,1,congrat to kim k thi a great day for hoe everywher,1,0
1749,0,3,1,lol mayb i should give in nd date these hoe on dateslet me know how that work lol,1,0
1750,0,3,1,imma pull up on you eat on that pussi and dip,1,0
1751,0,3,1,if you can not get pussi without lie to a girl you wack do not hate appreci,1,0
1752,0,3,1,my daughter make me with i wa not a hoe from age 1825 you on a roll tonight,1,0
1753,0,3,1,pussi prolli tast like heaven,1,0
1754,0,6,1,now madam everi jawn on here been tryna have they pussi cop a feel on dont peen,1,0
1755,0,3,1,you know idgaf about a woman lingeri match when i love hairi pussi so much,1,0
1756,1,2,1,whi you let these hoe tear what we had right apart,1,0
1757,0,3,1,i just want the baddest bitch in the world right here on my lap,1,0
1758,1,2,1,pineappl on sale at publixho on sale tooup stair,1,0
1759,0,3,1,i need ran theo and theo homi rock the cool i need some free shit or some hoe,1,0
1760,0,3,1,still get no pussi he is ju be ration a fag,1,0
1761,0,3,1,what class you in right now i need my headphon for seventh period i am seriou bitch assmstrophenboum,1,0
1762,0,3,1,aw omg thi show made me cri i am such a pussi manyou realli are,1,0
1763,0,3,1,brian stfu it twitter i could retweet anythingdont make me bitch slap you again,1,0
1764,1,0,0,i know you did not hit that jigga with my fav purs chill,0,0
1765,1,2,1,fuck slutfor fuck dat bitch,1,0
1766,0,3,1,might go to plaq hcbitch who you gone go with,1,0
1767,1,2,1,i am a faggot i agre,1,0
1768,0,3,1,i wa heartbroken tx inniz ho lmao haha naw chill you the one laugh at vdawg,1,0
1769,0,3,1,make the most of what you have do not tell me what to do bitch,1,0
1770,0,0,0,yanke will never have someon wear a singl digit uniform again after thi season wow show that is an epic organ,0,0
1771,0,3,1,whi do bitch stand like thi she want to be in mj smooth crimin video so bad,1,0
1772,0,3,1,it do not matter where we at thi nigga alway tryna holla at a bitch where you all at,1,0
1773,0,3,1,thi bitch gmfuyou huh huh lol,1,0
1774,0,3,1,back then hoe did not want me now i am hot they all on me,1,0
1775,1,2,1,i can believ that wiz khalifa and that one bald bitch are get divorc,1,0
1776,0,0,0,sick of all the trash talk and cocki attitud shutupandplay ref have to take control when need,0,0
1777,0,0,0,twitpic a selfi with light color eye,0,0
1778,0,6,1,singl mom got that proven pussi lol fckd up but truuu,1,0
1779,0,3,1,hate when a chick say go deeper when you alreadi dishin out all you got hoe,1,0
1780,1,2,1,bitch want to date the flyest nigga then be shock when he ha hoe lol,1,0
1781,0,3,1,ladi what if a dude put two hand in your pussi and start clap lmaoo,1,0
1782,0,3,1,you get what you put in if all you offer is pussi do not be mad when all you receiv is dick,1,0
1783,0,3,1,thing hoe say,1,0
1784,0,0,0,that is my fav part on take carewhol album trash,0,0
1785,1,2,1,no one want an ugli nigga so you have got him all to yourself no more stress over hoe lie,1,0
1786,1,2,1,you all partner in crime that is my bitch she can not ride solo,1,0
1787,0,3,1,you got hoe tho werd where,1,0
1788,0,0,0,all i see in everi iftheygunnedmedown tweet di be like da color bradi bunch,0,0
1789,3,0,2,no need to thank me kill nigger is it is own reward di my pal from our graduat when we wa 26,0,1
1790,0,3,1,no you homo sorri i can not be straight like you and pull mad bitch,1,0
1791,0,3,1,me 3 you do not even lift pussi,1,0
1792,0,3,1,half tempt to go outsid and run my phone over with my car becaus it is such a piec of shit fuckiphon do it pussi,1,0
1793,0,3,1,is it too earli to put your face in some pussi bul never to earli for breakfast,1,0
1794,0,3,1,what about the doch is a pussi he are not go anywher,1,0
1795,0,3,1,i want my ear to look like thi i just want thi bitch ear lol,1,0
1796,1,5,1,i do not take peopl nigga bitch do not play about they nigga special they babi daddi no bs,1,0
1797,0,3,1,i use to be that fat bitch everybodi made fun of look at me now i wa made fun of for be ugli,1,0
1798,0,3,1,hoe,1,0
1799,0,3,1,if pussi is just pussi to you you a nasti ass nigga hope you get aid bit harsh rethink that statement,1,0
1800,0,3,1,fuck me then bitch shut up and roll threw,1,0
1801,0,3,1,i am not say i am for thi but stud will fuck tranni but will not let they bitch strap them down you muhfucka childish lol,1,0
1802,1,2,1,bitch i wa fukkin wicha but fuck you nigga squar up and i am fuck with you,1,0
1803,0,3,1,know i can pictur that hoe in my head he good now knock the wind out that boy,1,0
1804,0,3,1,noll nigga i am talm bout tt and juic me too ion hoe them,1,0
1805,0,0,0,eagl fan do not except the fact that mcoy been trash thi year and that everybodi figur out that spread offens stopit,0,0
1806,0,3,1,thot bitch want to be wine dine like a wife but do not know how to earn it,1,0
1807,1,2,1,you hella gay you never did quit sub fag,1,0
1808,0,3,1,haha bitch,1,0
1809,0,3,1,i think thi hoe press or some shit righttt how mani time we ask where they beok,1,0
1810,0,3,1,hoe do hoe thang,1,0
1811,0,2,1,that new 1d song diana is well written well done boyzzzzzz bow down bitch,1,0
1812,0,3,1,big oleeee middl finger bitch,1,0
1813,0,3,1,when peopl complain to me about price i am just like bitch do i look like i make the rule,1,0
1814,2,1,2,i hate that bitch the fact that oomf like her just no retweeettt 1000x,0,1
1815,0,3,1,he is a hoe lmfao are not they all smut lmao,1,0
1816,1,2,1,guy are hoe these day lmao do not fuck indirect me becaus i can put you on blast who is subbin,1,0
1817,0,3,1,need to get laid sike i am celibatebitch be like,1,0
1818,0,3,1,boot up for you hoe nigga so girl that take bc are hoe,1,0
1819,0,3,1,rico be bore then a bitchdamn boy you watch me more than these hoe do,1,0
1820,0,6,1,rico full of shytful of money hoe,1,0
1821,1,2,1,men are the biggest hoe lmao,1,0
1822,0,3,1,there is not one song on blacc hollywood i dislik except the song with nicki minaj becaus that triffl bitch suck,1,0
1823,0,3,1,yea bitchdam,1,0
1824,0,3,1,thi bitch come right in get tooo comfort i never saw thi yo my gut all out i hate you,1,0
