,title,text,label,succ,meta,user,mentions,prev
150,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",This is why you need help. You need to be in asylum before you hurt someone.,0,you do since I thought you did not like HRC that is a lie obviously,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@wayne230 @ProfessorHeisenberg,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
151,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",you do since I thought you did not like HRC that is a lie obviously,0,Hopefully the authorities come for you before election day.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@SB117 @wayne230 @ProfessorHeisenberg,Think for yourself for once.
152,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Hopefully the authorities come for you before election day.,0,nope the Dems will dump Hilary like they dumped Carter in 80,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@wayne230 @SB117 @ProfessorHeisenberg,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
153,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",The latest projections are the Orange Clown loses in a landslide.,0,Here's hoping he brings as many Republicans down with him as possible.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,Andrew917,@ProfessorHeisenberg,"If Trump ever endorses violence against liberals, I will comply with his wishes, gladly."
154,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Here's hoping he brings as many Republicans down with him as possible.,0,nope the Dems will dump Hilary like they dumped Carter in 80,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@Andrew917 @ProfessorHeisenberg,"Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist."
155,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",nope the Dems will dump Hilary like they dumped Carter in 80,0,Source?,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@SB117 @Andrew917 @ProfessorHeisenberg,Think for yourself for once.
156,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Source?,0,nope a VOTE for hilary is what your only answer would be,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@wayne230 @SB117 @Andrew917 @ProfessorHeisenberg,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
157,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",They dumped Carter because he couldn't resolve the hostage crisis and inflation was out of control...after he was in office four years. Now why are they going to dump Hillary?,0,His overlords haven't told him that one yet.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,Andrew917,@wayne230 @SB117 @Andrew917 @ProfessorHeisenberg,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
158,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",His overlords haven't told him that one yet.,0,nope a VOTE for hilary is what your only answer would be,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@Andrew917 @wayne230 @SB117 @ProfessorHeisenberg,"Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist."
159,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","See what I mean? No answer, just repetition of the original statement.",0,nope a VOTE for hilary is what your only answer would be,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@Andrew917 @wayne230 @SB117 @ProfessorHeisenberg,"Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist."
160,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",nope a VOTE for hilary is what your only answer would be,0,"No, any answer to the question would be a fine answer.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@SB117 @Andrew917 @wayne230 @ProfessorHeisenberg,Think for yourself for once.
161,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","No, any answer to the question would be a fine answer.",0,"Or it was conservative talk radio. A caller into Han nity says it and Han nity says ""Oh you're right. You're right."" And then they run around to friends and family wringing their hands as the repeat it as fact.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@wayne230 @SB117 @Andrew917 @ProfessorHeisenberg,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
162,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",nope because the Dems rejected Carter and will do the same to Hilary. they want no more four years of Monica Lewinski,1,Monica Lewinski lol.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@Andrew917 @wayne230 @SB117 @ProfessorHeisenberg,"Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist."
163,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Monica Lewinski lol.,1,why not? she is why Hilary matters,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,Andrew917,@wayne230 @Andrew917 @SB117 @ProfessorHeisenberg,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
164,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",why not? she is why Hilary matters,0,Not me.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@Andrew917 @wayne230 @SB117 @ProfessorHeisenberg,"Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist."
165,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Liberals can't distinguish men from women. Nor do they want to.,1,Cons can't distinguish morality from the rantings of a barbaric ancient middle eastern desert tribe.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,ProfessorHeisenberg,,
166,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Cons can't distinguish morality from the rantings of a barbaric ancient middle eastern desert tribe.,1,and liberals use that same book and blast Christians day and night falsely,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,Andrew917,@ProfessorHeisenberg,"If Trump ever endorses violence against liberals, I will comply with his wishes, gladly."
167,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",and liberals use that same book and blast Christians day and night falsely,0,Not me.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@Andrew917 @ProfessorHeisenberg,"Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist."
168,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Freedomscout thinks the public schools are like Pink Floyd's The Wall.,0,I wish he'd publish his book already and stop spamming here.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,AlienNation,,
169,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",I wish he'd publish his book already and stop spamming here.,0,"Or it was conservative talk radio. A caller into Han nity says it and Han nity says ""Oh you're right. You're right."" And then they run around to friends and family wringing their hands as the repeat it as fact.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@AlienNation,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
170,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",and the left wants homeschooling banned. :),0,Not me.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@AlienNation,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
171,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Not me.,0,He's just spouting off the nonsense he hears on TV. He's not capable of critical thought.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,AlienNation,@wayne230 @AlienNation,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
172,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",He's just spouting off the nonsense he hears on TV. He's not capable of critical thought.,0,"Or it was conservative talk radio. A caller into Han nity says it and Han nity says ""Oh you're right. You're right."" And then they run around to friends and family wringing their hands as the repeat it as fact.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@AlienNation @wayne230,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
173,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","Or it was conservative talk radio. A caller into Han nity says it and Han nity says ""Oh you're right. You're right."" And then they run around to friends and family wringing their hands as the repeat it as fact.",0,"Given small handful of names that appear in Wayne's tweets, it's definitely FOX.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,Andrew917,@SB117 @AlienNation @wayne230,Think for yourself for once.
174,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","Given small handful of names that appear in Wayne's tweets, it's definitely FOX.",0,just replied to me below. Read it if you dare. It's so sad.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@Andrew917 @SB117 @AlienNation @wayne230,"Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist."
175,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",I know SB (sharon) does,0,I would like to see the quote.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,wayne230,@AlienNation @wayne230,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
176,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",I would like to see the quote.,0,Don't hold your breath.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,AlienNation,@wayne230 @AlienNation,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
177,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",Don't hold your breath.,0,just replied to me below. Read it if you dare. It's so sad.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@AlienNation @wayne230,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
178,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",just replied to me below. Read it if you dare. It's so sad.,0,I don't bother reading his posts. Everything coming from a creationist is nonsense.,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,AlienNation,@SB117 @AlienNation @wayne230Freedomscout,Think for yourself for once.
179,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",I don't bother reading his posts. Everything coming from a creationist is nonsense.,1,you want to watch obama pee? YOU are sick,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@AlienNation @SB117 @wayne230,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
180,"Texas, 12 states to ask judge to stall Obama transgender bathroom order",I wonder which of your favorite talking heads just said that on TV.,0,you want to watch obama pee? YOU are sick,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,SB117,@wayne230 @AlienNation,but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
181,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?",0,"To call some confusion of mind ""real"" distorts the discussion, as I tried to make clear that the confusion phenomena is real, i.e. that the person is really confused. So what is real is in opposition to what the confused person believes is real. When I refer to ""evil"" effects, I'm not using the term generically very often but to indicate a moral form of something that is inherently evil. However, I suspect you are looking for the human consequences that are harmful to the subject (victim) and to families and civil society. Is that the case?",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,mdr1975,@freedomscout @rxwhitmer,
182,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both.",1,"Seriously, your denial of transgenderism as a ""real thing"" is quite dangerous as is the condemnation of anyone who is struggli g with identity issues because they are born that way or develop differently due to hormones and biology.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,freedomscout,,
183,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","Seriously, your denial of transgenderism as a ""real thing"" is quite dangerous as is the condemnation of anyone who is struggli g with identity issues because they are born that way or develop differently due to hormones and biology.",0,"Transgenderism is just that, an ""ism"", meaning it is a condition of mind not based on reality. So when I say ""real thing"" I'm referring to the reality that such a person is confused because they think in their minds they are something which they are not in reality. Condemnation of such confused people isn't appropriate though either, precisely because they are confused and their inner motivations which bring on that confusion are something they don't understand themselves.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,MollyPitcher1776,@freedomscout @rxwhitmer,"The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both."
184,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","Transgenderism is just that, an ""ism"", meaning it is a condition of mind not based on reality. So when I say ""real thing"" I'm referring to the reality that such a person is confused because they think in their minds they are something which they are not in reality. Condemnation of such confused people isn't appropriate though either, precisely because they are confused and their inner motivations which bring on that confusion are something they don't understand themselves.",1,,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,Freedomscout,@MollyPitcher1776,"Seriously, your denial of transgenderism as a ""real thing"" is quite dangerous as is the condemnation of anyone who is struggli g with identity issues because they are born that way or develop differently due to hormones and biology."
185,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","""Trangenderism"" is real. Does it mean someone's gender has actually changed? No, but that doesn't make it less real. You mention evil effects. What are they? Be specific, not just something like it's evil or wrong.",0,"To call some confusion of mind ""real"" distorts the discussion, as I tried to make clear that the confusion phenomena is real, i.e. that the person is really confused. So what is real is in opposition to what the confused person believes is real. When I refer to ""evil"" effects, I'm not using the term generically very often but to indicate a moral form of something that is inherently evil. However, I suspect you are looking for the human consequences that are harmful to the subject (victim) and to families and civil society. Is that the case?",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,mdr1975,@freedomscout @rxwhitmer,"The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both."
186,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","To call some confusion of mind ""real"" distorts the discussion, as I tried to make clear that the confusion phenomena is real, i.e. that the person is really confused. So what is real is in opposition to what the confused person believes is real. When I refer to ""evil"" effects, I'm not using the term generically very often but to indicate a moral form of something that is inherently evil. However, I suspect you are looking for the human consequences that are harmful to the subject (victim) and to families and civil society. Is that the case?",1,"Either way. Yes, how does it harm the individual and society? And, generically, what makes it inherently evil?",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,freedomscout,@mdr1975,"I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?"
187,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","Either way. Yes, how does it harm the individual and society? And, generically, what makes it inherently evil?",0,"The harm to the person who is confused about their own sexuality should be obvious, but sadly political correctness has suppressed much of the truth about it. On the face of it, it's inherently harmful for a person to be confused about anything where reality is involved, because the confusion causes them to react to reality erroneously, making decisions that are, at least, not in their best interest and that are, at worst, very harmful to their lives and wellbeing.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,mdr1975,@freedomscout @mdr1975,"The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both."
188,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","The harm to the person who is confused about their own sexuality should be obvious, but sadly political correctness has suppressed much of the truth about it. On the face of it, it's inherently harmful for a person to be confused about anything where reality is involved, because the confusion causes them to react to reality erroneously, making decisions that are, at least, not in their best interest and that are, at worst, very harmful to their lives and wellbeing.",0,"How will you go about ""curing"" them? They have tried many different kinds of therapy with them. The only best solution for now is to help them transition. Forcing them to be ""normal"" will have them end up in depression, various problems and possibly suicide.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,freedomscout,@mdr1975,"I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?"
189,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","How will you go about ""curing"" them? They have tried many different kinds of therapy with them. The only best solution for now is to help them transition. Forcing them to be ""normal"" will have them end up in depression, various problems and possibly suicide.",0,"There is a common misconception that one can somehow ""force"" a confused person out of their confusion. That seldom works, although there are some conditions where various forms of coercion may be effective...and may raise ethical concerns.Transgenderism, like all of the other sexual confusions and perversions, is inherently depressive to the individual, with other inner self harmful effects also...sometimes resulting in suicide. These are all very sad effects and consequences...and need core inner remedies not pandering, sheltering or accommodating. These confusions and perversions are inherently mental, not sourced in the physical nature itself...speaking generally and referring to the great majority of cases. The problem with most of psychology is that it categorizes ""mental"" as physical, of the brain, instead of the ""mind"". That's why secular psychology has no answers for these conditions, as permanent correction of the core cause. However, well versed psychologists and counselors who understand the mind as being part of the core spirit nature of the human being, human person, treat the person very differently, with an understanding of volition which dynamically changes the process of treatment and dynamically results in core therapy and lasting benefit, true healing of the person to live normally as they truly are in harmony with their physical self.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,AlienNation,@freedomscout @mdr1975,"The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both."
190,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","Also they are not ""confused"" as they are well aware of their own bodies.",0,"There is a common misconception that one can somehow ""force"" a confused person out of their confusion. That seldom works, although there are some conditions where various forms of coercion may be effective...and may raise ethical concerns.Transgenderism, like all of the other sexual confusions and perversions, is inherently depressive to the individual, with other inner self harmful effects also...sometimes resulting in suicide. These are all very sad effects and consequences...and need core inner remedies not pandering, sheltering or accommodating. These confusions and perversions are inherently mental, not sourced in the physical nature itself...speaking generally and referring to the great majority of cases. The problem with most of psychology is that it categorizes ""mental"" as physical, of the brain, instead of the ""mind"". That's why secular psychology has no answers for these conditions, as permanent correction of the core cause. However, well versed psychologists and counselors who understand the mind as being part of the core spirit nature of the human being, human person, treat the person very differently, with an understanding of volition which dynamically changes the process of treatment and dynamically results in core therapy and lasting benefit, true healing of the person to live normally as they truly are in harmony with their physical self.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,AlienNation,@freedomscout @mdr1975,"The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both."
191,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","There is a common misconception that one can somehow ""force"" a confused person out of their confusion. That seldom works, although there are some conditions where various forms of coercion may be effective...and may raise ethical concerns.Transgenderism, like all of the other sexual confusions and perversions, is inherently depressive to the individual, with other inner self harmful effects also...sometimes resulting in suicide. These are all very sad effects and consequences...and need core inner remedies not pandering, sheltering or accommodating. These confusions and perversions are inherently mental, not sourced in the physical nature itself...speaking generally and referring to the great majority of cases. The problem with most of psychology is that it categorizes ""mental"" as physical, of the brain, instead of the ""mind"". That's why secular psychology has no answers for these conditions, as permanent correction of the core cause. However, well versed psychologists and counselors who understand the mind as being part of the core spirit nature of the human being, human person, treat the person very differently, with an understanding of volition which dynamically changes the process of treatment and dynamically results in core therapy and lasting benefit, true healing of the person to live normally as they truly are in harmony with their physical self.",1,"Again you have not given any viable solution. The ""spiritual counseling"" have been done many times before. The depression comes from the fact that people like you will not accept them as who they are and instead want to force them to conform to what is your idea of reality.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,freedomscout,@AlienNation,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
192,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","Again you have not given any viable solution. The ""spiritual counseling"" have been done many times before. The depression comes from the fact that people like you will not accept them as who they are and instead want to force them to conform to what is your idea of reality.",0,"The depression doesn't come from outside for these persons, but from their inner confusion about their own nature and value. It can be accentuated by outside influence that is demeaning, of course. But the depression source is internal to the person themselves, and is alleviated when they come to understand some core concepts about their nature as human persons as well as their physical nature. I suppose that what you conceive as ""spiritual counselling"" is simplistic recitation of Scripture and platitudes, along with sessions of prayer, etc. What I'm actually referring to is very deep counseling, working inward from the objective self-concepts of the person as God's created being of immense worth and value, to both God and the rest of humanity. But the subject does not easily acclimate to these concepts when they are so confused. It takes a great deal of patience and explanation on various levels of understanding that fit the subject's own initial perceptions and beliefs, helping them to understand where they are in error in their concepts and understanding...and why their understanding is erroneous. Essential in this process is the understanding imparted to the subject that they can choose to believe differently, and choose to redirect their own thinking patterns, actually modifying their brain structure over time. The resulting symbiosis between purposed thought and changes in the brain result in true long lasting, permanent, healing.",Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,AlienNation,@freedomscout @AlienNation,"The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both."
193,"Texas, 12 states to ask judge to stall Obama transgender bathroom order","The depression doesn't come from outside for these persons, but from their inner confusion about their own nature and value. It can be accentuated by outside influence that is demeaning, of course. But the depression source is internal to the person themselves, and is alleviated when they come to understand some core concepts about their nature as human persons as well as their physical nature. I suppose that what you conceive as ""spiritual counselling"" is simplistic recitation of Scripture and platitudes, along with sessions of prayer, etc. What I'm actually referring to is very deep counseling, working inward from the objective self-concepts of the person as God's created being of immense worth and value, to both God and the rest of humanity. But the subject does not easily acclimate to these concepts when they are so confused. It takes a great deal of patience and explanation on various levels of understanding that fit the subject's own initial perceptions and beliefs, helping them to understand where they are in error in their concepts and understanding...and why their understanding is erroneous. Essential in this process is the understanding imparted to the subject that they can choose to believe differently, and choose to redirect their own thinking patterns, actually modifying their brain structure over time. The resulting symbiosis between purposed thought and changes in the brain result in true long lasting, permanent, healing.",1,,Texas and 12 other states are asking a federal judge to halt an Obama administration directive on bathroom rights for transgender students in U.S. public schools.,Freedomscout,@AlienNation,Freedomscout thinks the public schools are like Pink Floyd's The Wall.
