ID,vrsta,tarča,Annotator
1253185762222374917,0 ni sporni govor,,a0
1234546447154057217,0 ni sporni govor,,a0
1283417770747731968,0 ni sporni govor,,a0
1253611235234516992,2 žalitev,7 seksizem,a0
1252516850493263873,0 ni sporni govor,,a0
1273657913610063875,0 ni sporni govor,,a0
1238730630936100865,0 ni sporni govor,,a0
1282538131842097154,2 žalitev,10 politika/-i,a0
1260570476197425153,0 ni sporni govor,,a0
1238869423915704321,2 žalitev,11 posameznik,a0
1263269340285210625,0 ni sporni govor,,a0
1274802023167295493,2 žalitev,12 drugo,a0
1272494043432472582,0 ni sporni govor,,a0
1241266226879434752,0 ni sporni govor,,a0
1280758651490271232,0 ni sporni govor,,a0
1224683308036116480,0 ni sporni govor,,a0
1247130680510877696,0 ni sporni govor,,a0
1258831626773114880,2 žalitev,8 ideologija,a0
1238720804176740352,0 ni sporni govor,,a0
1278027182753943560,0 ni sporni govor,,a0
1277892906855129089,0 ni sporni govor,,a0
1238868526624116738,2 žalitev,10 politika/-i,a0
1248582949311782912,2 žalitev,12 drugo,a0
1227352541467496451,0 ni sporni govor,,a0
1251112210912477184,0 ni sporni govor,,a0
1230578264873283596,0 ni sporni govor,,a0
1272537060000366592,0 ni sporni govor,,a0
1281275916241588226,0 ni sporni govor,,a0
1261009477354094603,2 žalitev,9 novinarji in mediji,a0
1233731537671196673,0 ni sporni govor,,a0
1247116241854173184,0 ni sporni govor,,a0
1252008378450292741,0 ni sporni govor,,a0
1274385629909004289,0 ni sporni govor,,a0
1246702544635772928,0 ni sporni govor,,a0
1277602877536710659,2 žalitev,8 ideologija,a0
1243251122686615553,0 ni sporni govor,,a0
1245763475349127170,0 ni sporni govor,,a0
1242583708462432256,2 žalitev,10 politika/-i,a0
1285852470040834048,0 ni sporni govor,,a0
1256195582152118274,0 ni sporni govor,,a0
1268206019982786561,2 žalitev,8 ideologija,a0
1256199044822687745,0 ni sporni govor,,a0
1245430761773322240,0 ni sporni govor,,a0
1268099214007054336,2 žalitev,12 drugo,a0
1231305663743217664,0 ni sporni govor,,a0
1223503250709794817,0 ni sporni govor,,a0
1265393392487366658,0 ni sporni govor,,a0
1238730578494660610,0 ni sporni govor,,a0
1273297755545522177,3 nasilje,8 ideologija,a0
1283324506392625152,2 žalitev,10 politika/-i,a0
1240304620326604801,2 žalitev,11 posameznik,a0
1257582113433542657,2 žalitev,9 novinarji in mediji,a0
1285825222696939520,2 žalitev,8 ideologija,a0
1265870259870990336,2 žalitev,7 seksizem,a0
1273554625187270656,0 ni sporni govor,,a0
1276453187373891585,0 ni sporni govor,,a0
1232623146869673991,0 ni sporni govor,,a0
1264852121100472321,0 ni sporni govor,,a0
1281686499646410752,0 ni sporni govor,,a0
1276601369697439744,2 žalitev,10 politika/-i,a0
1238374190471921664,0 ni sporni govor,,a0
1235466224584347649,2 žalitev,10 politika/-i,a0
1243435273473740801,2 žalitev,11 posameznik,a0
1236684389100204034,3 nasilje,11 posameznik,a0
1252918474973814785,2 žalitev,12 drugo,a0
1287255747806584833,0 ni sporni govor,,a0
1229110623352639489,0 ni sporni govor,,a0
1255817235844804609,2 žalitev,9 novinarji in mediji,a0
1275710768424591361,2 žalitev,10 politika/-i,a0
1278009521693241347,0 ni sporni govor,,a0
1242074847884251136,0 ni sporni govor,,a0
1237834522084937730,0 ni sporni govor,,a0
1256105228593770498,0 ni sporni govor,,a0
1224395678056615936,0 ni sporni govor,,a0
1257395403290443776,3 nasilje,8 ideologija,a0
1231608289852608513,0 ni sporni govor,,a0
1262021437583474690,2 žalitev,10 politika/-i,a0
1274294992740192261,0 ni sporni govor,,a0
1246734365318619136,0 ni sporni govor,,a0
1257250400241102854,2 žalitev,9 novinarji in mediji,a0
1255522744256598018,2 žalitev,11 posameznik,a0
1231555583939141632,0 ni sporni govor,,a0
1242494229680619524,0 ni sporni govor,,a0
1227915583217377280,0 ni sporni govor,,a0
1277303592203026432,0 ni sporni govor,,a0
1233099955897806848,0 ni sporni govor,,a0
1243040107936067585,0 ni sporni govor,,a0
1240752551336775680,0 ni sporni govor,,a0
1235896027242278913,0 ni sporni govor,,a0
1247400427823476736,2 žalitev,10 politika/-i,a0
1244630396140244994,0 ni sporni govor,,a0
1246683757303693312,2 žalitev,10 politika/-i,a0
1283389170753429505,0 ni sporni govor,,a0
1262422086632583169,0 ni sporni govor,,a0
1243954611330797569,2 žalitev,10 politika/-i,a0
1272584941390397444,0 ni sporni govor,,a0
1284887467892637696,2 žalitev,8 ideologija,a0
1272571363946106882,2 žalitev,8 ideologija,a0
1263798274110226435,0 ni sporni govor,,a0
1246845242516611073,0 ni sporni govor,,a0
1242194040902254594,2 žalitev,11 posameznik,a0
1275849670842109953,2 žalitev,11 posameznik,a0
1270349640156811268,2 žalitev,11 posameznik,a0
1227843480866689024,0 ni sporni govor,,a0
1251022810773884928,0 ni sporni govor,,a0
1242235167307116550,0 ni sporni govor,,a0
1287370892742406144,2 žalitev,10 politika/-i,a0
1282754225844432901,0 ni sporni govor,,a0
1233042994888151041,0 ni sporni govor,,a0
1249747792916033540,0 ni sporni govor,,a0
1262457227065077763,0 ni sporni govor,,a0
1289269738527264769,0 ni sporni govor,,a0
1251414184484536321,0 ni sporni govor,,a0
1281473111528013826,2 žalitev,10 politika/-i,a0
1236740792548560898,2 žalitev,8 ideologija,a0
1245077327350022144,0 ni sporni govor,,a0
1285638977056374785,0 ni sporni govor,,a0
1229680671955783681,2 žalitev,8 ideologija,a0
1247093141645275136,0 ni sporni govor,,a0
1270633940018180096,1 nespodobni govor,,a0
1238752890820460545,0 ni sporni govor,,a0
1232319211524853760,2 žalitev,8 ideologija,a0
1231909973292191744,0 ni sporni govor,,a0
1243451631909441537,2 žalitev,8 ideologija,a0
1255828001486524416,0 ni sporni govor,,a0
1241689662504292358,0 ni sporni govor,,a0
1248319280153853954,0 ni sporni govor,,a0
1263567365851275265,2 žalitev,8 ideologija,a0
1242102974995992577,0 ni sporni govor,,a0
1239829766498328576,2 žalitev,8 ideologija,a0
1237519166116167683,0 ni sporni govor,,a0
1240034666918313985,2 žalitev,11 posameznik,a0
1234636882824306688,0 ni sporni govor,,a0
1260155523242037248,2 žalitev,9 novinarji in mediji,a0
1283316589790736384,0 ni sporni govor,,a0
1275846472613986305,0 ni sporni govor,,a0
1287837041665941504,2 žalitev,11 posameznik,a0
1248299934576771073,0 ni sporni govor,,a0
1278007373819502593,0 ni sporni govor,,a0
1284916459731390465,2 žalitev,10 politika/-i,a0
1288866112550174721,0 ni sporni govor,,a0
1283097755137835008,0 ni sporni govor,,a0
1269341327763931136,0 ni sporni govor,,a0
1241101656416231425,0 ni sporni govor,,a0
1239497855926243328,0 ni sporni govor,,a0
1266422674965880839,0 ni sporni govor,,a0
1269191798355898369,0 ni sporni govor,,a0
1279275687208157185,2 žalitev,12 drugo,a0
1245701788935884800,2 žalitev,10 politika/-i,a0
1270407947471015936,2 žalitev,10 politika/-i,a0
1280951617559375872,2 žalitev,12 drugo,a0
1251832984224874497,0 ni sporni govor,,a0
1240966765120761863,0 ni sporni govor,,a0
1285500531482517513,0 ni sporni govor,,a0
1249988057039847425,0 ni sporni govor,,a0
1224588400914837505,0 ni sporni govor,,a0
1277633449822732288,2 žalitev,8 ideologija,a0
1226489387782852609,0 ni sporni govor,,a0
1250432243908009984,0 ni sporni govor,,a0
1241722031177072640,2 žalitev,9 novinarji in mediji,a0
1243112682775027712,0 ni sporni govor,,a0
1256603738854182912,0 ni sporni govor,,a0
1271876005318332417,2 žalitev,11 posameznik,a0
1230607444436488192,2 žalitev,10 politika/-i,a0
1281326251253342211,0 ni sporni govor,,a0
1256515677994782720,0 ni sporni govor,,a0
1251078724394594306,2 žalitev,10 politika/-i,a0
1280781160738668544,2 žalitev,10 politika/-i,a0
1289147671752695809,0 ni sporni govor,,a0
1287127209946296322,0 ni sporni govor,,a0
1232284059335831553,0 ni sporni govor,,a0
1232159618702417922,2 žalitev,8 ideologija,a0
1288572690199121926,1 nespodobni govor,,a0
1273590998275428353,2 žalitev,11 posameznik,a0
1237958660627632128,0 ni sporni govor,,a0
1238569049581391874,2 žalitev,11 posameznik,a0
1243507097909833728,2 žalitev,10 politika/-i,a0
1287325277060833280,0 ni sporni govor,,a0
1256491857821007873,0 ni sporni govor,,a0
1251115263740841985,0 ni sporni govor,,a0
1269949124411101185,2 žalitev,8 ideologija,a0
1232966707712548864,2 žalitev,9 novinarji in mediji,a0
1235234861566353408,0 ni sporni govor,,a0
1226198675946442754,0 ni sporni govor,,a0
1284028889099055105,0 ni sporni govor,,a0
1287406008764108800,2 žalitev,11 posameznik,a0
1223908920323739648,0 ni sporni govor,,a0
1230724763896569859,0 ni sporni govor,,a0
1255597361310699527,0 ni sporni govor,,a0
1286638205543096321,0 ni sporni govor,,a0
1266376970788454400,0 ni sporni govor,,a0
1287491617134448641,0 ni sporni govor,,a0
1244157292637028352,0 ni sporni govor,,a0
1239460310047752192,0 ni sporni govor,,a0
1280721278958264320,0 ni sporni govor,,a0
1263928261488324608,0 ni sporni govor,,a0
1282476247751299072,0 ni sporni govor,,a0
1244233796184092673,2 žalitev,11 posameznik,a0
1272769987929874433,0 ni sporni govor,,a0
1251483720978235395,0 ni sporni govor,,a0
1253424107653173249,2 žalitev,8 ideologija,a0
1245016633120370688,0 ni sporni govor,,a0
1228006004236914690,0 ni sporni govor,,a0
1278256076060844033,2 žalitev,9 novinarji in mediji,a0
1230837226428420097,0 ni sporni govor,,a0
1260648552985845760,0 ni sporni govor,,a0
1232184853594091520,0 ni sporni govor,,a0
1233760396575678464,0 ni sporni govor,,a0
1243304592156381184,2 žalitev,9 novinarji in mediji,a0
1260181671225196544,2 žalitev,9 novinarji in mediji,a0
1245273053166276608,0 ni sporni govor,,a0
1285832564809379840,2 žalitev,11 posameznik,a0
1250005753169170432,0 ni sporni govor,,a0
1239087591858847744,0 ni sporni govor,,a0
1265995140482707461,0 ni sporni govor,,a0
1275044100669136896,2 žalitev,10 politika/-i,a0
1245310389983891456,0 ni sporni govor,,a0
1282662322687873025,2 žalitev,9 novinarji in mediji,a0
1240008263137218560,2 žalitev,10 politika/-i,a0
1256514777343561728,2 žalitev,9 novinarji in mediji,a0
1281900698389676032,0 ni sporni govor,,a0
1240285133611155459,2 žalitev,10 politika/-i,a0
1230120054693548032,0 ni sporni govor,,a0
1280770725775802368,2 žalitev,8 ideologija,a0
1238876540730998784,0 ni sporni govor,,a0
1254404749425860615,0 ni sporni govor,,a0
1273322237005791239,0 ni sporni govor,,a0
1239286234234658822,2 žalitev,11 posameznik,a0
1276760913643802626,0 ni sporni govor,,a0
1272591004126924806,0 ni sporni govor,,a0
1267399574047657985,0 ni sporni govor,,a0
1240918337300946946,0 ni sporni govor,,a0
1265682168950505473,0 ni sporni govor,,a0
1261590223789703168,0 ni sporni govor,,a0
1227301127080816642,0 ni sporni govor,,a0
1225751118577328128,2 žalitev,5 druge religije,a0
1283862348797747200,0 ni sporni govor,,a0
1265008630476177410,0 ni sporni govor,,a0
1258868842224406528,0 ni sporni govor,,a0
1245452447511982080,0 ni sporni govor,,a0
1248568271714033664,0 ni sporni govor,,a0
1258372106385047552,0 ni sporni govor,,a0
1269452617849192449,2 žalitev,8 ideologija,a0
1283811055765016578,0 ni sporni govor,,a0
1259745408026279938,0 ni sporni govor,,a0
1253985182526431232,0 ni sporni govor,,a0
1266663896041095168,0 ni sporni govor,,a0
1271816353322844203,2 žalitev,11 posameznik,a0
1249602883613536256,2 žalitev,10 politika/-i,a0
1240895426146033664,2 žalitev,10 politika/-i,a0
1248155619552608256,0 ni sporni govor,,a0
1254042995785170944,0 ni sporni govor,,a0
1242802521980223488,0 ni sporni govor,,a0
1286559049132249088,0 ni sporni govor,,a0
1263921751806918659,0 ni sporni govor,,a0
1281190017583505408,0 ni sporni govor,,a0
1272792432199991296,0 ni sporni govor,,a0
1239838314410147841,2 žalitev,10 politika/-i,a0
1239610106595155971,2 žalitev,10 politika/-i,a0
1280806729295564803,2 žalitev,10 politika/-i,a0
1237815381424852992,2 žalitev,10 politika/-i,a0
1239200507840905224,3 nasilje,8 ideologija,a0
1280847718877986816,0 ni sporni govor,,a0
1280128062105976833,0 ni sporni govor,,a0
1287448574503124993,0 ni sporni govor,,a0
1242188739994157057,0 ni sporni govor,,a0
1232567277318475776,0 ni sporni govor,,a0
1236572619182419968,0 ni sporni govor,,a0
1224726995826700288,2 žalitev,8 ideologija,a0
1252099543858139136,0 ni sporni govor,,a0
1231884388138438657,0 ni sporni govor,,a0
1224612383932538882,0 ni sporni govor,,a0
1235910368737800192,2 žalitev,10 politika/-i,a0
1258076524458237952,0 ni sporni govor,,a0
1241061389868978177,0 ni sporni govor,,a0
1269159369993850880,0 ni sporni govor,,a0
1257618894996545536,0 ni sporni govor,,a0
1239146391378812928,0 ni sporni govor,,a0
1230831534573150208,0 ni sporni govor,,a0
1249053184875692035,0 ni sporni govor,,a0
1250518767081336833,0 ni sporni govor,,a0
1267016943975968769,0 ni sporni govor,,a0
1250856001949106177,0 ni sporni govor,,a0
1289156637786288130,0 ni sporni govor,,a0
1266729227916922883,0 ni sporni govor,,a0
1282969415974256640,0 ni sporni govor,,a0
1288205693309333505,0 ni sporni govor,,a0
1244936944137777154,2 žalitev,2 begunci/migranti,a0
1253776775592673280,0 ni sporni govor,,a0
1252846216158699521,0 ni sporni govor,,a0
1233500357352923136,2 žalitev,9 novinarji in mediji,a0
1248898280110555136,0 ni sporni govor,,a0
1251078514796892160,2 žalitev,10 politika/-i,a0
1254116429059837959,2 žalitev,1 ksenofobija in rasizem,a0
1261195857757646848,0 ni sporni govor,,a0
1247495821312118785,0 ni sporni govor,,a0
1289280201680011264,0 ni sporni govor,,a0
1257255890115342338,0 ni sporni govor,,a0
1249424496097988608,2 žalitev,10 politika/-i,a0
1267350714118025216,0 ni sporni govor,,a0
1283495953912274945,2 žalitev,9 novinarji in mediji,a0
1238881969095815168,0 ni sporni govor,,a0
1280414410406858752,0 ni sporni govor,,a0
1266552256717107203,0 ni sporni govor,,a0
1275554862789464065,2 žalitev,10 politika/-i,a0
1239845660943400961,2 žalitev,10 politika/-i,a0
1262460039308234755,0 ni sporni govor,,a0
1260155187043459072,0 ni sporni govor,,a0
1277166557618212864,2 žalitev,10 politika/-i,a0
1249049740580474881,0 ni sporni govor,,a0
1262668417540198401,0 ni sporni govor,,a0
1232353424001392642,0 ni sporni govor,,a0
1261689557730447362,2 žalitev,8 ideologija,a0
1225428790119190529,0 ni sporni govor,,a0
1239879159050108931,0 ni sporni govor,,a0
1235846062801219584,0 ni sporni govor,,a0
1256199803228377092,0 ni sporni govor,,a0
1244500301593403393,0 ni sporni govor,,a0
1249085947838431234,0 ni sporni govor,,a0
1268653969473245184,2 žalitev,9 novinarji in mediji,a0
1245770126173093895,0 ni sporni govor,,a0
1241677452159696906,0 ni sporni govor,,a0
1234941417681833989,0 ni sporni govor,,a0
1238523090402975745,0 ni sporni govor,,a0
1270776252039864326,0 ni sporni govor,,a0
1272398766709116929,0 ni sporni govor,,a0
1226078933193457664,0 ni sporni govor,,a0
1237267181068603393,0 ni sporni govor,,a0
1266443236341682180,2 žalitev,10 politika/-i,a0
1235500162589454336,0 ni sporni govor,,a0
1248486239071694848,0 ni sporni govor,,a0
1282051673851138048,2 žalitev,10 politika/-i,a0
1276788364793044993,0 ni sporni govor,,a0
1273119621311275008,0 ni sporni govor,,a0
1265517573766029313,2 žalitev,10 politika/-i,a0
1242064642194759680,0 ni sporni govor,,a0
1271904644889968641,2 žalitev,8 ideologija,a0
1275367782599843844,0 ni sporni govor,,a0
1252888148104921088,0 ni sporni govor,,a0
1273250935813398530,0 ni sporni govor,,a0
1288048543282999296,2 žalitev,9 novinarji in mediji,a0
1237702452771725315,0 ni sporni govor,,a0
1235433840895823872,2 žalitev,10 politika/-i,a0
1242893932188651521,2 žalitev,12 drugo,a0
1225051968965615618,2 žalitev,9 novinarji in mediji,a0
1226943348587614216,2 žalitev,10 politika/-i,a0
1241819010280435713,2 žalitev,11 posameznik,a0
1236563149144367105,0 ni sporni govor,,a0
1253268555262500868,0 ni sporni govor,,a0
1262743549591695360,0 ni sporni govor,,a0
1283038081365479426,2 žalitev,11 posameznik,a0
1282763264410124290,2 žalitev,12 drugo,a0
1276935570040766466,2 žalitev,10 politika/-i,a0
1262840935995621376,0 ni sporni govor,,a0
1280122740821889024,2 žalitev,11 posameznik,a0
1249792288554987524,0 ni sporni govor,,a0
1273247820364107779,0 ni sporni govor,,a0
1285514047086039040,0 ni sporni govor,,a0
1257385895541473283,0 ni sporni govor,,a0
1284001673095139328,2 žalitev,8 ideologija,a0
1286367408270331906,0 ni sporni govor,,a0
1254366738139033600,0 ni sporni govor,,a0
1248520557194330113,0 ni sporni govor,,a0
1225727305282195456,0 ni sporni govor,,a0
1257425298548817923,2 žalitev,10 politika/-i,a0
1284934888341340160,0 ni sporni govor,,a0
1239514936369389571,0 ni sporni govor,,a0
1262278309221720066,0 ni sporni govor,,a0
1224770212668506113,0 ni sporni govor,,a0
1237070560234012673,2 žalitev,10 politika/-i,a0
1242910238094884865,0 ni sporni govor,,a0
1237720673302335489,0 ni sporni govor,,a0
1241645535364288513,0 ni sporni govor,,a0
1264432321249382401,0 ni sporni govor,,a0
1260488997727592451,0 ni sporni govor,,a0
1273357973876813825,0 ni sporni govor,,a0
1227728127452995584,2 žalitev,10 politika/-i,a0
1238740444420472832,0 ni sporni govor,,a0
1268501632586784769,0 ni sporni govor,,a0
1279339381938163713,0 ni sporni govor,,a0
1245324613829214209,0 ni sporni govor,,a0
1281708018825146373,2 žalitev,9 novinarji in mediji,a0
1260249868993470471,0 ni sporni govor,,a0
1242118650934571008,0 ni sporni govor,,a0
1256129419296616450,0 ni sporni govor,,a0
1239854309677977608,0 ni sporni govor,,a0
1276139708742078464,2 žalitev,10 politika/-i,a0
1261769518260592640,0 ni sporni govor,,a0
1224310686882332672,2 žalitev,11 posameznik,a0
1283119658682454018,0 ni sporni govor,,a0
1282681208510578689,0 ni sporni govor,,a0
1273838194904174592,0 ni sporni govor,,a0
1268301114920898562,0 ni sporni govor,,a0
1234433252183638018,0 ni sporni govor,,a0
1231265417831776258,0 ni sporni govor,,a0
1247122201876324352,0 ni sporni govor,,a0
1236739352635625472,0 ni sporni govor,,a0
1275381994369810432,2 žalitev,12 drugo,a0
1265314815830110216,0 ni sporni govor,,a0
1226885696713117696,0 ni sporni govor,,a0
1283144005287579649,0 ni sporni govor,,a0
1251794716779319296,0 ni sporni govor,,a0
1255178367315382277,0 ni sporni govor,,a0
1244754651372818433,0 ni sporni govor,,a0
1270818533778370562,2 žalitev,11 posameznik,a0
1261945699891060741,0 ni sporni govor,,a0
1282047812843298816,0 ni sporni govor,,a0
1277272167365910530,0 ni sporni govor,,a0
1232283241027178497,0 ni sporni govor,,a0
1273195661358518272,0 ni sporni govor,,a0
1289264062581354506,0 ni sporni govor,,a0
1263613043193364481,2 žalitev,8 ideologija,a0
1243081286576680960,2 žalitev,10 politika/-i,a0
1240323475048448003,0 ni sporni govor,,a0
1267517682875858953,0 ni sporni govor,,a0
1245232929887961094,2 žalitev,10 politika/-i,a0
1249720748467523590,2 žalitev,9 novinarji in mediji,a0
1239798592505872385,0 ni sporni govor,,a0
1243921646660005888,0 ni sporni govor,,a0
1242732852925681664,0 ni sporni govor,,a0
1246423630239748097,0 ni sporni govor,,a0
1257643776937508867,0 ni sporni govor,,a0
1255504354334957570,0 ni sporni govor,,a0
1254306095008538625,0 ni sporni govor,,a0
1239436503446622209,0 ni sporni govor,,a0
1247519534619246593,0 ni sporni govor,,a0
1261385598327128065,0 ni sporni govor,,a0
1282639695483154432,2 žalitev,10 politika/-i,a0
1281644210798592007,2 žalitev,11 posameznik,a0
1264973570016411650,0 ni sporni govor,,a0
1242190189709209605,0 ni sporni govor,,a0
1261939326159642624,0 ni sporni govor,,a0
1249793658171412484,2 žalitev,11 posameznik,a0
1260835741929803776,2 žalitev,11 posameznik,a0
1246831761985765377,2 žalitev,11 posameznik,a0
1241436659905945601,0 ni sporni govor,,a0
1270060683560980481,2 žalitev,7 seksizem,a0
1235247144375906304,2 žalitev,10 politika/-i,a0
1275751963720912900,0 ni sporni govor,,a0
1245782071504764936,0 ni sporni govor,,a0
1285123791031603200,0 ni sporni govor,,a0
1269333017547472903,0 ni sporni govor,,a0
1238952364263997440,2 žalitev,11 posameznik,a0
1235865150592184320,0 ni sporni govor,,a0
1285642079511748608,0 ni sporni govor,,a0
1249386855587610629,0 ni sporni govor,,a0
1285510557223854081,0 ni sporni govor,,a0
1260215912994689025,0 ni sporni govor,,a0
1233746581935022081,2 žalitev,11 posameznik,a0
1253035677383614465,0 ni sporni govor,,a0
1242908857615224833,0 ni sporni govor,,a0
1256146037133238272,0 ni sporni govor,,a0
1281919919865700359,0 ni sporni govor,,a0
1273547579322662913,2 žalitev,10 politika/-i,a0
1288575305771298817,0 ni sporni govor,,a0
1229037583809818624,0 ni sporni govor,,a0
1230749989833363456,0 ni sporni govor,,a0
1238805933624569857,0 ni sporni govor,,a0
1227856961225601025,0 ni sporni govor,,a0
1279120813568987138,2 žalitev,10 politika/-i,a0
1258369714696474624,2 žalitev,10 politika/-i,a0
1268823418096451584,0 ni sporni govor,,a0
1246248461323960322,0 ni sporni govor,,a0
1243138212693934080,0 ni sporni govor,,a0
1244534395953954816,0 ni sporni govor,,a0
1281903851264708608,0 ni sporni govor,,a0
1248949134784172033,0 ni sporni govor,,a0
1232705395174641665,2 žalitev,10 politika/-i,a0
1244871577893773313,0 ni sporni govor,,a0
1247128447538868230,0 ni sporni govor,,a0
1278801893603631110,0 ni sporni govor,,a0
1267795173033086976,0 ni sporni govor,,a0
1268576409015984134,0 ni sporni govor,,a0
1268070792866258944,0 ni sporni govor,,a0
1278017402400374786,0 ni sporni govor,,a0
1239510241416491010,0 ni sporni govor,,a0
1247434001859710976,0 ni sporni govor,,a0
1248140322372300800,0 ni sporni govor,,a0
1244685597320663042,2 žalitev,,a0
1262360225060917248,0 ni sporni govor,,a0
1261178577804025856,0 ni sporni govor,,a0
1274207724671303681,0 ni sporni govor,,a0
1253268701207572480,1 nespodobni govor,,a0
1255434997575684096,2 žalitev,9 novinarji in mediji,a0
1257989018706477057,0 ni sporni govor,,a0
1271216462124982273,0 ni sporni govor,,a0
1239865586500489218,0 ni sporni govor,,a0
1279030522405105665,2 žalitev,8 ideologija,a0
1285831949588799489,0 ni sporni govor,,a0
1280914568034861056,2 žalitev,8 ideologija,a0
1241661580837892096,2 žalitev,10 politika/-i,a0
1243900464833462272,0 ni sporni govor,,a0
1286227369800470528,0 ni sporni govor,,a0
1274309855289970696,0 ni sporni govor,,a0
1231460688159219712,0 ni sporni govor,,a0
1243886831466418176,0 ni sporni govor,,a0
1280178940959653888,1 nespodobni govor,,a0
1235441783162712065,2 žalitev,12 drugo,a0
1254429387472228353,0 ni sporni govor,,a0
1280187608979705856,0 ni sporni govor,,a0
1267165246327848960,0 ni sporni govor,,a0
1225810918421995522,0 ni sporni govor,,a0
1285478160667205632,0 ni sporni govor,,a0
1234185258825854977,0 ni sporni govor,,a0
1246560130822557703,0 ni sporni govor,,a0
1244889564025688066,2 žalitev,8 ideologija,a0
1244563154522329088,0 ni sporni govor,,a0
1257265529028575233,2 žalitev,11 posameznik,a0
1245636489234374657,2 žalitev,10 politika/-i,a0
1243192790248566787,0 ni sporni govor,,a0
1249719302464421891,0 ni sporni govor,,a0
1250897353650974722,0 ni sporni govor,,a0
1262798485826535424,2 žalitev,10 politika/-i,a0
1263145270457651202,0 ni sporni govor,,a0
1272575358332788736,2 žalitev,10 politika/-i,a0
1275488878825287682,0 ni sporni govor,,a0
1237047606783737857,0 ni sporni govor,,a0
1242154472199028736,0 ni sporni govor,,a0
1249639846064390145,0 ni sporni govor,,a0
1225795042427752455,2 žalitev,8 ideologija,a0
1256157697805778945,0 ni sporni govor,,a0
1263371726504820736,0 ni sporni govor,,a0
1265541736782336000,2 žalitev,9 novinarji in mediji,a0
1244926691119677440,0 ni sporni govor,,a0
1269589235440459785,2 žalitev,8 ideologija,a0
1274254703916994566,0 ni sporni govor,,a0
1283652308774072320,0 ni sporni govor,,a0
1246084314930057218,2 žalitev,11 posameznik,a0
1252956520230408194,0 ni sporni govor,,a0
1288144433125490690,0 ni sporni govor,,a0
1286564004568211459,2 žalitev,10 politika/-i,a0
1243983530826268672,0 ni sporni govor,,a0
1247825570123177991,0 ni sporni govor,,a0
1268848797003780097,2 žalitev,10 politika/-i,a0
1247510317598478336,0 ni sporni govor,,a0
1263426040573149185,0 ni sporni govor,,a0
1234510178709536774,2 žalitev,10 politika/-i,a0
1287295174075392000,2 žalitev,10 politika/-i,a0
1287083965015367680,0 ni sporni govor,,a0
1256608407571791872,2 žalitev,10 politika/-i,a0
1230107475493445632,2 žalitev,10 politika/-i,a0
1267121264906448896,2 žalitev,12 drugo,a0
1244701892057456641,0 ni sporni govor,,a0
1276630819294064641,0 ni sporni govor,,a0
1271681170556796930,0 ni sporni govor,,a0
1251346107814346753,0 ni sporni govor,,a0
1285074996868591627,0 ni sporni govor,,a0
1232645147537612802,0 ni sporni govor,,a0
1260992711794003970,0 ni sporni govor,,a0
1238707045437669378,0 ni sporni govor,,a0
1252712590129725443,2 žalitev,11 posameznik,a0
1284386999042965504,2 žalitev,10 politika/-i,a0
1288483998549843969,0 ni sporni govor,,a0
1230101480574799872,0 ni sporni govor,,a0
1249747281039032320,0 ni sporni govor,,a0
1258388710187503616,0 ni sporni govor,,a0
1255534478304436226,0 ni sporni govor,,a0
1240220852374962177,0 ni sporni govor,,a0
1281718845879853057,0 ni sporni govor,,a0
1229330242260520960,0 ni sporni govor,,a0
1281024321838813187,2 žalitev,1 ksenofobija in rasizem,a0
1230224990932520961,2 žalitev,8 ideologija,a0
1286011983020593153,2 žalitev,9 novinarji in mediji,a0
1241628171600101376,0 ni sporni govor,,a0
1269165003661336578,0 ni sporni govor,,a0
1245005438946611200,0 ni sporni govor,,a0
1259144624393916420,0 ni sporni govor,,a0
1260963011033956353,2 žalitev,9 novinarji in mediji,a0
1230783269509255171,0 ni sporni govor,,a0
1283084095283703808,0 ni sporni govor,,a0
1261924170616709120,2 žalitev,10 politika/-i,a0
1268631531498754048,1 nespodobni govor,,a0
1263525832338915328,0 ni sporni govor,,a0
1285271234251493376,0 ni sporni govor,,a0
1252315356439478273,0 ni sporni govor,,a0
1273223719448539136,0 ni sporni govor,,a0
1245715772703473666,0 ni sporni govor,,a0
1237474625942097922,2 žalitev,11 posameznik,a0
1273195383032893440,0 ni sporni govor,,a0
1254062613039734784,0 ni sporni govor,,a0
1240310186285371392,0 ni sporni govor,,a0
1229701400013176832,0 ni sporni govor,,a0
1255369933468446722,2 žalitev,9 novinarji in mediji,a0
1233082593941295104,0 ni sporni govor,,a0
1267325586554392576,0 ni sporni govor,,a0
1241418562989891592,0 ni sporni govor,,a0
1267337912259153923,0 ni sporni govor,,a0
1250064410049163264,2 žalitev,10 politika/-i,a0
1239208975712825344,0 ni sporni govor,,a0
1268944225892282368,0 ni sporni govor,,a0
1253636805368393728,2 žalitev,10 politika/-i,a0
1233300363027079169,2 žalitev,10 politika/-i,a0
1284897607987408896,2 žalitev,10 politika/-i,a0
1238895210203152384,0 ni sporni govor,,a0
1240252226704113673,0 ni sporni govor,,a0
1259042387969654785,0 ni sporni govor,,a0
1250884535094595585,0 ni sporni govor,,a0
1232977030645452800,2 žalitev,10 politika/-i,a0
1288602604566728705,2 žalitev,10 politika/-i,a0
1234052196704145408,0 ni sporni govor,,a0
1262996736580124673,0 ni sporni govor,,a0
1256463258095058944,0 ni sporni govor,,a0
1244989533277519872,0 ni sporni govor,,a0
